DEPT,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFIA,MFOA,MDIA,MDOA,MTIA,MTOA,ECDT,BDTI,BDDI,BRVC,TCTI,FPPG,DXC,GASX,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,C1C2,C1C3,C1C4,C1C5,LITH,CCAL,CDOL,WLFL,WLCT
264,264.02,26.0,37.48,98.41,100.6,3.11,5.42,10.19,None,150.2,92.48,5.22,3674.84,98.73,1.03,1.08,26.0,-97.04,0.0,0.21,15.19,4.04,0.53,None,0.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
265,265.02,26.0,35.99,98.79,100.47,2.73,4.14,8.07,None,150.18,91.28,5.22,3674.97,98.73,1.03,1.08,26.0,-171.64,0.0,0.24,16.19,4.54,0.56,None,0.74,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
266,266.01,26.0,32.5,98.78,100.51,2.74,3.97,8.46,None,150.25,91.24,5.22,3674.92,98.72,1.03,1.08,26.0,-127.05,0.0,0.27,17.18,5.1,0.59,None,0.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
267,267.01,26.0,36.95,98.94,101.36,2.57,4.27,8.35,None,150.21,91.33,5.22,3674.8,98.73,1.03,1.08,26.0,-241.8,0.0,0.3,18.19,5.59,0.62,None,0.72,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
268,268.02,26.0,43.04,99.43,101.16,2.09,3.94,8.74,None,150.25,89.77,5.22,3674.98,98.73,1.03,1.08,26.0,-198.09,0.0,0.32,19.19,6.02,0.64,None,0.68,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
269,269.0,26.0,36.26,98.9,100.82,2.62,4.5,12.28,None,150.17,91.13,5.22,3674.84,98.73,1.03,1.08,26.0,-297.79,0.0,0.35,20.18,6.52,0.67,None,0.73,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
270,270.01,26.0,38.39,99.23,101.46,2.28,4.14,9.73,None,150.29,90.81,5.22,3675.0,98.73,1.03,1.08,26.0,-192.93,0.0,0.37,21.18,6.99,0.69,None,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,600.0,None,None,None,None
271,271.02,26.0,23.43,98.18,100.35,3.33,5.07,10.21,None,150.23,92.55,5.22,3674.89,98.71,1.03,1.08,26.0,-696.45,0.0,0.42,22.2,7.78,0.74,None,0.84,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
272,272.0,26.0,35.32,98.59,101.62,2.93,3.93,6.9,None,150.22,90.98,5.22,3674.86,98.7,1.03,1.08,26.0,-544.17,0.0,0.45,23.18,8.29,0.76,None,0.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
273,273.03,26.0,3.56,99.4,101.63,2.12,2.09,6.89,None,90.7,24.32,5.22,1690.36,98.73,1.03,1.08,26.0,-911.77,0.0,0.73,24.2,11.46,1.04,1.03,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
274,274.04,26.0,39.42,99.44,101.58,2.08,3.04,6.81,None,150.26,92.41,5.22,3674.83,98.73,1.03,1.08,26.0,-856.82,0.0,0.76,25.21,11.93,1.07,1.03,0.69,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
275,275.0,26.0,41.42,99.64,102.53,1.87,2.88,6.83,None,150.24,89.37,5.22,3674.96,98.73,1.03,1.08,26.0,-245.81,0.0,0.78,26.18,12.35,1.09,1.03,0.67,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
276,276.05,26.0,41.8,99.67,102.01,1.85,3.8,7.94,None,150.2,89.21,5.22,3674.72,98.73,1.03,1.08,26.0,-875.31,0.0,0.81,27.22,12.81,1.12,1.03,0.67,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
277,277.02,26.0,39.68,99.48,101.46,2.03,2.73,5.74,None,150.27,89.48,5.22,3674.88,98.73,1.03,1.08,26.0,-842.38,0.0,0.83,28.19,13.25,1.14,1.03,0.69,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
278,278.02,26.0,42.1,99.41,102.21,2.11,3.84,7.37,None,150.21,89.84,5.22,3674.77,98.73,1.03,1.08,26.0,-286.4,0.0,0.86,29.2,13.69,1.16,1.03,0.68,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
279,279.0,26.0,40.17,99.05,101.7,2.47,3.97,8.11,None,150.22,90.05,5.22,3674.92,98.73,1.03,1.08,26.0,-183.94,0.0,0.88,30.18,14.14,1.19,1.03,0.71,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
280,280.02,26.0,33.6,98.58,101.23,2.94,5.05,8.15,None,150.19,90.32,5.22,3674.95,98.73,1.03,1.08,26.0,-848.21,0.0,0.91,31.19,14.69,1.22,1.03,0.76,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,600.0,None,None,None,None
281,281.02,26.0,30.01,98.2,101.5,3.31,4.42,6.92,None,150.23,91.44,5.22,3674.92,98.72,1.03,1.08,26.0,-445.05,0.0,0.94,32.19,15.29,1.25,1.03,0.79,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
282,282.02,26.0,26.02,97.95,101.14,3.57,5.0,7.05,None,150.2,91.68,5.22,3674.88,98.73,1.03,1.08,26.0,-858.38,0.0,0.98,33.19,15.99,1.29,1.03,0.83,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
283,283.01,26.0,32.64,99.07,100.98,2.45,4.46,7.04,None,150.25,90.57,5.22,3674.73,98.73,1.03,1.08,26.0,-250.81,0.0,1.01,34.19,16.55,1.32,1.03,0.74,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
284,284.0,26.0,37.16,99.41,102.12,2.1,3.31,5.58,None,150.23,89.14,5.22,3674.84,98.73,1.03,1.08,26.0,-210.14,0.0,1.04,35.18,17.04,1.34,1.03,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
285,285.01,26.0,42.39,99.73,101.86,1.79,2.93,5.47,None,150.23,88.06,5.22,3674.75,98.73,1.03,1.08,26.0,-200.75,0.0,1.06,36.19,17.47,1.37,1.03,0.66,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
286,286.0,26.0,38.75,99.5,101.48,2.01,3.92,7.29,None,150.23,89.81,5.22,3674.62,98.72,1.03,1.08,26.0,-142.39,0.0,1.09,37.18,17.94,1.39,1.03,0.69,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
287,287.01,26.0,21.89,99.2,101.49,2.32,3.49,9.35,None,145.82,85.35,5.22,3600.19,98.72,1.03,1.08,26.0,-971.72,0.0,1.14,38.18,20.02,1.98,1.03,0.79,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
288,288.01,26.0,41.79,99.35,101.49,2.16,4.17,7.51,None,150.23,89.55,5.22,3674.62,98.72,1.03,1.08,26.0,-867.24,0.0,1.16,39.18,20.45,2.0,1.03,0.68,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
289,289.02,26.0,6.66,99.3,101.86,2.22,-0.12,6.22,None,116.33,80.98,5.22,3509.24,98.72,1.03,1.08,26.0,-842.33,0.0,1.31,40.19,23.17,2.27,1.05,0.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
290,290.01,26.0,21.25,99.9,101.91,1.62,0.06,1.0,None,110.31,87.01,5.22,3674.56,98.71,1.03,1.08,26.0,-779.33,0.0,1.36,41.18,24.18,2.36,1.05,0.71,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,600.0,None,None,None,None
291,291.0,26.0,26.34,99.59,101.95,1.93,-5.61,0.03,None,110.24,87.95,5.22,3674.46,98.72,1.03,1.08,26.0,-141.03,0.0,1.4,42.18,24.69,2.39,1.05,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
292,292.02,26.0,46.8,99.44,101.57,2.07,-8.82,-7.92,None,110.24,89.65,53.26,3674.52,98.72,1.03,1.08,26.0,-288.62,0.0,1.42,43.19,24.98,2.41,1.05,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
293,293.01,26.0,41.67,99.53,101.79,1.99,-10.37,-10.01,None,110.23,89.83,72.14,3674.5,98.72,1.03,1.08,26.0,-245.38,0.0,1.44,44.19,25.3,2.44,1.05,0.63,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
294,294.0,26.0,33.58,98.92,101.49,2.6,-10.97,-10.59,None,110.24,90.7,72.15,3674.62,98.72,1.03,1.08,26.0,-859.52,0.0,1.47,45.18,25.69,2.47,1.05,0.69,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
295,295.01,26.0,33.25,99.01,101.11,2.51,-11.6,7.14,None,110.23,88.74,72.2,3674.31,98.72,1.03,1.08,26.0,-985.78,0.0,1.5,46.18,26.32,2.85,1.05,0.69,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
296,295.01,26.0,33.25,99.01,101.11,2.51,-11.6,7.14,None,110.23,88.74,72.2,3674.31,98.72,1.03,None,26.0,None,0.0,1.5,46.18,26.32,2.85,1.05,0.69,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
297,297.0,26.0,47.59,97.66,101.18,3.86,8.03,8.36,None,110.24,92.13,72.42,3674.69,98.73,1.03,1.08,26.0,-873.2,0.0,1.53,47.4,26.66,2.87,1.05,0.68,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
298,298.02,26.0,56.0,99.28,102.08,2.23,9.97,13.52,None,110.24,89.66,72.35,3674.56,98.73,1.03,1.08,26.0,-203.91,0.0,1.54,48.41,26.9,2.89,1.05,0.59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
299,299.01,26.0,49.3,96.69,99.36,4.82,14.26,14.63,None,110.24,94.45,72.27,3674.46,98.72,1.03,1.08,26.0,-635.8,0.0,1.56,49.4,27.17,2.91,1.05,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
300,300.01,26.0,54.61,97.6,100.55,3.92,14.68,15.14,None,110.24,92.26,72.19,3674.43,98.73,1.03,1.08,26.0,-291.64,0.0,1.58,50.4,27.42,2.93,1.05,0.65,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,600.0,None,None,None,None
301,301.03,26.0,55.15,99.44,101.95,2.08,15.0,15.29,None,110.29,87.51,72.1,3674.31,98.73,1.03,1.08,26.0,-211.0,0.0,1.6,51.42,27.66,2.95,1.05,0.58,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
302,302.01,26.0,56.07,98.74,101.28,2.77,14.96,15.17,None,110.3,90.82,72.08,3674.4,98.73,1.03,1.08,26.0,-152.69,0.0,1.62,52.4,27.9,2.96,1.05,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
303,303.01,26.0,54.26,97.81,101.12,3.71,14.98,15.18,None,110.29,92.34,72.07,3674.39,98.72,1.03,1.08,26.0,-711.12,0.0,1.64,53.4,28.15,2.98,1.05,0.65,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
304,304.03,26.0,53.72,98.79,101.85,2.72,14.94,15.18,None,110.3,89.34,72.05,3674.55,98.73,1.03,1.08,26.0,-161.92,0.0,1.66,54.42,28.4,3.0,1.05,0.62,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
305,305.01,26.0,55.2,98.96,102.2,2.56,14.93,15.29,None,110.29,89.74,72.02,3674.48,98.72,1.03,1.08,26.0,-548.01,0.0,1.67,55.41,28.64,3.02,1.05,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
306,306.04,26.0,56.44,99.53,102.76,1.98,14.93,15.15,None,110.33,88.35,71.96,3674.43,98.72,1.03,1.08,26.0,-135.34,0.0,1.69,56.43,28.88,3.04,1.05,0.58,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
307,307.03,26.0,53.74,99.59,102.8,1.93,14.91,15.22,None,110.3,87.98,71.96,3674.48,98.71,1.03,1.08,26.0,-216.9,0.0,1.71,57.42,29.13,3.05,1.05,0.58,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
308,308.0,26.0,51.52,99.83,103.09,1.69,14.98,15.21,None,110.28,88.6,71.93,3674.42,98.69,1.03,1.08,26.0,-186.09,0.0,1.73,58.39,29.38,3.07,1.05,0.58,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
309,309.01,26.0,59.94,99.56,102.09,1.96,14.94,15.11,None,110.27,88.28,71.9,3674.6,98.71,1.03,1.08,26.0,-98.04,0.0,1.75,59.4,29.61,3.09,1.05,0.57,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
310,310.01,26.0,61.12,99.71,102.44,1.81,14.97,15.21,None,110.27,88.27,71.9,3674.43,98.57,1.03,1.08,26.0,-163.5,0.0,1.76,60.4,29.83,3.11,1.05,0.56,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,600.0,None,None,None,None
311,311.02,26.0,66.48,99.42,102.29,2.09,14.97,15.16,None,110.26,88.57,71.88,3674.33,98.57,1.03,1.08,26.0,-192.15,0.0,1.78,61.41,30.03,3.12,1.05,0.55,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
312,312.0,26.0,62.15,99.28,101.89,2.24,14.93,15.16,None,110.27,89.47,71.86,3674.29,98.6,1.03,1.08,26.0,-199.72,0.0,1.79,62.42,30.24,3.13,1.05,0.57,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
313,313.0,26.0,46.54,99.09,102.11,2.43,6.43,15.06,None,137.24,91.22,61.76,3674.32,98.68,1.03,1.08,26.0,-846.9,0.0,1.82,63.44,30.76,3.32,1.05,0.66,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
314,314.0,26.0,60.74,99.61,101.56,1.91,1.8,4.05,None,150.02,91.61,56.92,3674.23,98.72,1.03,1.08,26.0,-220.79,0.0,1.83,64.42,31.05,3.33,1.05,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
315,315.0,26.0,63.57,99.78,101.96,1.73,2.38,6.24,None,150.15,89.35,57.07,3674.26,98.73,1.03,1.08,26.0,-917.06,0.0,1.85,65.45,31.35,3.35,1.05,0.59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
316,316.0,26.0,60.59,99.59,101.85,1.92,2.67,5.19,None,150.14,89.06,60.38,3674.33,98.73,1.03,1.08,26.0,-254.56,0.0,1.87,66.47,31.65,3.37,1.05,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
317,317.0,26.0,58.52,99.44,100.79,2.07,1.67,6.54,None,150.17,88.32,63.1,3674.46,98.73,1.03,1.08,26.0,-268.92,0.0,1.88,67.43,31.95,3.38,1.05,0.62,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
318,318.0,26.0,60.43,99.7,101.54,1.82,1.85,4.8,None,150.34,88.14,63.48,3674.25,98.71,1.03,1.08,26.0,-175.09,0.0,1.9,68.41,32.25,3.4,1.05,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
319,319.0,26.0,64.47,99.55,101.07,1.97,1.89,5.46,None,150.26,87.97,63.71,3674.29,98.73,1.03,1.08,26.0,-288.58,0.0,1.91,69.42,32.53,3.41,1.05,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
320,320.0,26.0,65.81,99.71,100.51,1.81,1.99,8.03,None,150.23,87.99,65.34,3674.25,98.73,1.03,1.08,26.0,-312.25,0.0,1.93,70.43,32.81,3.43,1.05,0.59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,600.0,None,None,None,None
321,321.0,26.0,63.52,99.62,100.89,1.9,2.08,7.56,None,150.0,88.0,71.86,3674.15,98.67,1.03,1.08,26.0,-295.07,0.0,1.94,71.43,33.1,3.44,1.05,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
322,322.0,26.0,61.43,99.51,101.11,2.0,1.94,8.25,None,150.29,88.17,71.9,3674.28,98.71,1.03,1.08,26.0,-220.64,0.0,1.96,72.41,33.39,3.46,1.05,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
323,323.0,26.0,50.8,99.56,101.03,1.96,-0.75,5.53,None,123.58,87.71,71.68,3674.3,98.73,1.03,1.08,26.0,-825.32,0.0,1.98,73.42,33.81,3.66,1.05,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
324,324.0,26.0,60.68,99.56,100.94,1.95,-3.05,-2.54,None,110.23,87.87,71.72,3674.19,98.7,1.03,1.08,26.0,-356.68,0.0,2.0,74.47,34.04,3.67,1.05,0.56,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
325,325.0,26.0,61.77,99.62,101.14,1.9,-3.43,3.81,None,110.31,87.62,71.74,3674.25,98.59,1.03,1.08,26.0,-286.48,0.0,2.01,75.42,34.24,3.69,1.05,0.56,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
326,326.0,26.0,61.81,99.57,100.68,1.95,-0.42,0.54,None,110.23,87.63,71.73,3674.2,98.6,1.03,1.08,26.0,-308.41,0.0,2.03,76.43,34.46,3.71,1.05,0.56,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
327,327.0,26.0,60.57,99.51,100.32,2.01,-0.58,-0.41,None,110.23,87.67,71.73,3674.29,98.58,1.03,1.08,26.0,-296.73,0.0,2.05,77.41,34.68,3.72,1.05,0.57,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
328,328.0,26.0,55.94,98.75,100.42,2.77,-0.52,-0.35,None,110.22,89.6,71.64,3674.11,98.6,1.03,1.08,26.0,-278.05,0.0,2.06,78.41,34.92,3.74,1.05,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
329,329.0,26.0,45.57,96.0,98.92,5.51,-0.5,-0.35,None,110.23,96.74,71.51,3674.3,98.57,1.03,1.08,26.0,-332.27,0.0,2.09,79.41,35.21,3.76,1.05,0.73,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
330,330.0,26.0,38.62,95.57,98.79,5.95,-0.52,-0.39,None,110.23,96.21,71.46,3674.2,98.57,1.03,1.08,26.0,-264.71,0.0,2.11,80.42,35.56,3.78,1.05,0.77,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,600.0,None,None,None,None
331,331.0,26.0,50.62,98.79,100.71,2.73,1.38,4.18,None,110.25,89.43,71.44,3674.52,98.62,1.03,1.08,26.0,-158.07,0.0,2.13,81.43,35.83,3.8,1.05,0.63,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
332,332.0,26.0,49.87,98.55,99.75,2.97,4.04,4.19,None,110.23,91.23,71.44,3674.19,98.59,1.03,1.08,26.0,-64.95,0.0,2.15,82.4,36.09,3.82,1.05,0.64,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
333,333.0,26.0,43.74,96.31,99.66,5.21,4.32,4.71,None,110.23,94.68,71.43,3674.31,98.58,1.03,1.08,26.0,-117.61,0.0,2.17,83.42,36.4,3.84,1.05,0.73,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
334,334.0,26.0,49.36,99.29,100.56,2.22,4.6,4.69,None,110.23,88.04,71.44,3674.27,98.62,1.03,1.08,26.0,-157.94,0.0,2.19,84.41,36.67,3.86,1.05,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
335,335.0,26.0,52.06,99.28,100.31,2.23,4.6,4.78,None,110.23,87.55,71.46,3674.35,98.62,1.03,1.08,26.0,-91.34,0.0,2.21,85.39,36.92,3.88,1.05,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
336,336.0,26.0,50.07,99.36,100.17,2.16,4.6,4.77,None,110.23,87.43,71.45,3674.21,98.61,1.03,1.08,26.0,-117.37,0.0,2.23,86.4,37.19,3.9,1.05,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
337,337.0,26.0,52.07,99.18,100.13,2.34,4.6,4.73,None,110.23,88.38,71.45,3674.3,98.59,1.03,1.08,26.0,-105.7,0.0,2.25,87.4,37.45,3.92,1.05,0.61,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
338,338.0,26.0,35.79,101.02,104.25,2.79,4.99,8.7,None,135.23,92.68,71.53,3674.56,38.81,1.03,1.08,26.0,-981.77,0.0,2.28,88.42,38.29,5.38,1.05,0.72,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
339,339.0,26.0,50.59,104.1,106.62,1.15,3.79,8.25,None,150.26,91.63,71.59,3674.82,3.2,1.03,1.08,26.0,-288.73,0.0,2.3,89.39,38.64,5.4,1.05,0.59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
340,340.0,26.0,54.41,105.79,107.15,0.01,1.5,2.85,None,150.23,88.03,71.6,3674.62,3.2,1.03,1.08,26.0,-782.8,0.0,2.32,90.43,38.98,5.42,1.05,0.34,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,600.0,None,None,None,None
341,341.0,26.0,40.55,105.45,107.27,0.11,1.97,5.35,None,136.84,89.72,71.6,3674.55,3.22,1.03,1.08,26.0,-661.53,0.0,2.34,91.39,39.62,5.64,1.05,0.45,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
