DEPT,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFIA,MFOA,MDIA,MDOA,MTIA,MTOA,ECDT,BDTI,BDDI,BRVC,TCTI,FPPG,DXC,GASX,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,C1C2,C1C3,C1C4,C1C5,LITH
2699,2545.67,12.25,8.62,157.77,None,7.65,21.4,None,None,169.0,211.5,69.22,3516.91,30,1.41,1.41,16.78,-950.53,None,63.25,1339.04,1338.05,109.59,None,1.01,-0.1,None,1514,185,49,3,10,4,0,8.2,30.9,504.7,378.5,300.0
2700,2546.55,12.25,26.62,159.36,None,6.06,25.58,None,None,169.0,211.6,69.15,3516.95,30,1.41,1.41,16.77,-397.47,None,63.29,1340.04,1339.05,109.67,None,0.77,-0.1,None,638,91,28,3,6,3,0,7.0,22.8,212.7,212.7,300.0
2701,2547.44,12.25,32.77,160.04,None,5.37,23.25,None,None,169.0,211.7,69.17,3517.0,29,1.41,1.41,16.75,None,None,63.34,1341.03,1340.05,109.75,None,0.71,-0.1,None,771,111,32,3,7,3,0,6.9,24.1,257.0,257.0,300.0
2702,2548.32,12.25,9.89,158.28,None,7.14,19.58,None,None,169.0,211.5,69.42,3517.13,30,1.41,1.41,16.71,-961.87,None,63.39,1342.03,1341.05,109.83,None,0.97,-0.1,None,1171,156,43,3,8,6,1,7.5,27.2,390.3,195.2,300.0
2703,2549.2,12.25,20.42,159.2,None,6.23,21.42,None,None,170.0,211.2,113.87,3517.16,30,1.41,1.41,16.68,-878.7,None,63.44,1343.03,1342.05,109.92,None,0.82,-0.1,None,679,73,23,3,6,3,0,9.3,29.5,226.3,226.3,300.0
2704,2550.08,12.25,18.96,158.65,None,6.77,20.93,None,None,169.0,211.4,121.29,3517.15,30,1.41,1.23,16.67,-956.43,None,63.48,1344.03,1343.05,110.0,None,0.84,-0.1,None,1236,85,28,3,7,4,0,14.5,44.1,412.0,309.0,300.0
2705,2550.96,12.25,23.63,159.34,None,6.08,21.01,None,None,170.0,211.4,121.26,3517.26,30,1.41,1.41,16.67,-969.11,None,63.53,1345.03,1344.05,110.08,None,0.79,-0.1,None,793,69,23,3,5,3,0,11.5,34.5,264.3,264.3,300.0
2706,2551.84,12.25,4.31,158.12,None,7.3,17.47,None,None,169.0,211.4,121.14,3517.3,30,1.41,1.41,16.62,-993.09,None,63.58,1346.03,1345.05,110.16,None,1.12,-0.1,None,819,72,24,3,7,4,0,11.4,34.1,273.0,204.8,300.0
2707,2552.72,12.25,19.61,159.25,None,6.17,23.01,None,None,169.0,211.6,121.04,3517.3,30,1.41,1.41,16.57,-998.19,None,63.62,1347.03,1346.04,110.24,None,0.82,-0.1,None,528,109,33,3,8,4,0,4.8,16.0,176.0,132.0,300.0
2708,2553.6,12.25,33.51,160.15,None,5.27,26.12,None,None,169.0,211.9,121.11,3517.3,30,1.41,1.41,16.56,-923.87,None,63.67,1348.03,1347.04,110.33,None,0.7,-0.1,None,716,148,42,3,8,3,0,4.8,17.0,238.7,238.7,300.0
2709,2554.48,12.25,33.29,160.19,None,5.24,26.78,None,None,169.0,211.6,121.02,3517.3,30,1.41,1.41,16.56,-718.85,None,63.72,1349.03,1348.04,110.41,None,0.7,-0.1,None,1015,210,56,3,11,4,0,4.8,18.1,338.3,253.8,300.0
2710,2555.36,12.25,33.37,160.24,None,5.18,26.56,None,None,170.0,211.9,120.96,3517.3,29,1.41,1.41,16.55,None,None,63.77,1350.03,1349.04,110.49,None,0.7,-0.1,None,1202,252,65,3,13,6,0,4.8,18.5,400.7,200.3,300.0
2711,2556.24,12.25,33.22,160.11,None,5.31,26.79,None,None,169.0,211.5,120.91,3517.3,30,1.41,1.41,16.54,-982.26,None,63.81,1351.03,1350.04,110.57,None,0.71,-0.1,None,1281,271,69,3,13,4,0,4.7,18.6,427.0,320.3,300.0
2712,2557.11,12.25,32.61,159.9,None,5.52,27.04,None,None,169.0,212.0,120.9,3517.3,30,1.41,1.41,16.54,-986.77,None,63.86,1352.03,1351.04,110.65,None,0.71,-0.1,None,1399,296,76,3,17,4,0,4.7,18.4,466.3,349.8,300.0
2713,2557.99,12.25,31.89,159.98,None,5.44,27.04,None,None,169.0,211.9,120.66,3517.3,29,1.41,1.41,16.53,-776.04,None,63.91,1353.03,1352.04,110.73,None,0.72,-0.1,None,1534,319,80,3,17,4,0,4.8,19.2,511.3,383.5,300.0
2714,2558.87,12.25,31.34,159.71,None,5.71,26.91,None,None,170.0,211.4,120.61,3517.3,29,1.41,1.41,16.53,-325.74,None,63.95,1354.03,1353.04,110.82,None,0.73,-0.1,None,1577,327,83,3,18,4,0,4.8,19.0,525.7,394.3,300.0
2715,2559.75,12.25,13.14,160.56,None,5.06,22.62,None,None,169.0,211.9,120.51,3517.3,29,1.41,1.41,16.54,-975.31,None,64.0,1355.03,1354.04,110.9,None,0.85,-0.1,None,1598,331,83,3,18,5,0,4.8,19.3,532.7,319.6,300.0
2716,2560.62,12.25,10.86,164.27,None,2.32,19.68,None,None,169.0,206.8,119.67,3452.09,29,1.41,1.41,16.55,-523.81,None,64.05,1356.03,1355.04,110.98,None,0.75,-0.1,None,419,73,23,3,7,5,0,5.7,18.2,139.7,83.8,300.0
2717,2561.5,12.25,11.1,164.12,None,2.47,19.9,None,None,169.0,187.1,120.1,3261.43,28,1.41,1.41,16.55,-708.12,None,64.1,1357.03,1356.04,111.06,None,0.76,-0.1,None,491,85,25,3,6,11,1,5.8,19.6,163.7,44.6,300.0
2718,2562.38,12.25,22.66,163.47,None,3.12,22.08,None,None,169.0,199.0,120.19,3393.15,28,1.41,1.41,16.55,-481.64,None,64.14,1358.03,1357.04,111.14,None,0.69,-0.1,None,532,96,27,3,7,4,1,5.5,19.7,177.3,133.0,300.0
2719,2563.25,12.25,32.31,162.53,None,4.06,25.45,None,None,170.0,212.4,119.75,3517.3,29,1.41,1.41,16.55,-949.92,None,64.19,1359.03,1358.04,111.23,None,0.67,-0.1,None,603,111,31,3,7,4,0,5.4,19.5,201.0,150.8,300.0
2720,2564.13,12.25,31.66,161.83,None,4.76,26.58,None,None,170.0,212.0,119.36,3517.3,29,1.41,1.41,16.56,-997.44,None,64.24,1360.03,1359.04,111.31,None,0.7,-0.1,None,859,163,43,3,9,4,0,5.3,20.0,286.3,214.8,300.0
2721,2565.01,12.25,31.86,161.81,None,4.77,26.86,None,None,169.0,212.3,119.37,3517.3,29,1.41,1.41,16.56,-567.39,None,64.29,1361.02,1360.03,111.39,None,0.7,-0.1,None,1076,226,60,3,12,4,0,4.8,17.9,358.7,269.0,300.0
2722,2565.88,12.25,31.57,161.65,None,4.94,27.26,None,None,169.0,212.0,119.26,3517.3,29,1.41,1.41,16.56,-368.25,None,64.33,1362.02,1361.03,111.47,None,0.7,-0.1,None,1221,273,71,3,15,5,0,4.5,17.2,407.0,244.2,300.0
2723,2566.76,12.25,30.56,161.53,None,5.05,27.69,None,None,169.0,212.0,119.26,3517.3,29,1.41,1.41,16.55,-837.75,None,64.38,1363.02,1362.03,111.55,None,0.71,-0.1,None,1292,296,76,3,16,4,0,4.4,17.0,430.7,323.0,300.0
2724,2567.63,12.25,30.9,161.85,None,4.74,26.91,None,None,170.0,212.3,119.02,3517.3,29,1.41,1.41,16.55,-592.17,None,64.43,1364.02,1363.03,111.64,None,0.7,-0.1,None,1383,326,84,2,16,4,0,4.2,16.5,691.5,345.8,300.0
2725,2568.51,12.25,31.27,161.73,None,4.85,27.45,None,None,170.0,212.2,119.16,3517.3,29,1.41,1.41,16.55,-861.96,None,64.47,1365.02,1364.03,111.72,None,0.7,-0.1,None,1456,342,87,3,18,4,0,4.3,16.7,485.3,364.0,300.0
2726,2569.38,12.25,31.05,161.79,None,4.79,27.03,None,None,170.0,212.5,119.07,3517.3,29,1.41,1.41,16.55,-912.56,None,64.52,1366.02,1365.03,111.8,None,0.7,-0.1,None,1460,345,88,3,18,5,0,4.2,16.6,486.7,292.0,300.0
2727,2570.25,12.25,29.99,161.9,None,4.68,26.62,None,None,170.0,212.7,119.12,3517.3,29,1.41,1.41,16.54,-850.24,None,64.57,1367.02,1366.03,111.88,None,0.7,-0.1,None,1488,350,88,3,19,5,0,4.3,16.9,496.0,297.6,300.0
2728,2571.13,12.25,32.07,161.57,None,5.02,26.63,None,None,169.0,212.6,119.05,3517.3,29,1.41,1.41,16.54,-919.59,None,64.62,1368.02,1367.03,111.96,None,0.7,-0.1,None,1469,345,87,3,19,4,1,4.3,16.9,489.7,367.3,300.0
2729,2572.0,12.25,28.53,161.29,None,5.29,21.35,None,None,169.0,212.7,119.14,3517.3,29,1.41,1.41,16.54,-799.57,None,64.66,1369.02,1368.03,112.04,None,0.73,-0.1,None,1398,327,84,3,18,5,0,4.3,16.6,466.0,279.6,300.0
2730,2572.87,12.25,24.11,159.68,None,6.91,23.67,None,None,168.0,212.7,119.0,3517.31,30,1.41,1.41,16.54,-376.1,None,64.71,1370.02,1369.03,112.13,None,0.8,-0.1,None,1388,294,75,3,15,5,0,4.7,18.5,462.7,277.6,300.0
2731,2573.75,12.25,17.18,159.54,None,7.05,21.02,None,None,169.0,212.8,118.91,3517.26,29,1.41,1.41,16.53,-656.24,None,64.76,1371.02,1370.03,112.21,None,0.87,-0.1,None,1246,199,51,3,11,4,0,6.3,24.4,415.3,311.5,300.0
2732,2574.62,12.25,25.88,163.04,None,3.55,23.39,None,None,169.0,213.1,118.79,3517.3,29,1.41,1.41,16.53,-342.65,None,64.81,1372.02,1371.03,112.29,None,0.68,-0.1,None,928,95,28,3,7,4,0,9.8,33.1,309.3,232.0,300.0
2733,2575.49,12.25,26.13,162.77,None,3.81,22.9,None,None,169.0,213.1,118.75,3517.3,29,1.41,1.42,16.52,-555.33,None,64.85,1373.02,1372.03,112.37,None,0.69,-0.1,None,916,130,39,3,9,6,1,7.0,23.5,305.3,152.7,300.0
2734,2576.37,12.25,34.79,162.29,None,4.3,23.16,None,None,169.0,213.2,118.75,3517.3,28,1.41,1.42,16.52,-751.18,None,64.9,1374.02,1373.03,112.45,None,0.67,-0.1,None,964,148,44,3,10,6,0,6.5,21.9,321.3,160.7,300.0
2735,2577.24,12.25,34.8,163.01,None,3.57,21.73,None,None,169.0,213.5,118.71,3517.3,28,1.41,1.42,16.52,-296.98,None,64.95,1375.02,1374.02,112.54,None,0.64,-0.1,None,1058,151,44,3,10,4,0,7.0,24.0,352.7,264.5,300.0
2736,2578.11,12.25,34.79,162.85,None,3.73,22.07,None,None,169.0,213.4,118.75,3517.3,29,1.41,1.42,16.51,-976.52,None,64.99,1376.02,1375.02,112.62,None,0.65,-0.1,None,1141,148,44,3,10,5,0,7.7,25.9,380.3,228.2,300.0
2737,2578.98,12.25,34.03,162.44,None,4.15,23.68,None,None,170.0,213.6,118.77,3517.3,29,1.41,1.42,16.51,-429.06,None,65.04,1377.02,1376.02,112.7,None,0.66,-0.1,None,1264,138,41,3,9,5,0,9.2,30.8,421.3,252.8,300.0
2738,2579.85,12.25,32.87,161.72,None,4.87,25.44,None,None,169.0,213.7,118.84,3517.3,29,1.41,1.42,16.51,-735.23,None,65.09,1378.02,1377.02,112.78,None,0.69,-0.1,None,1279,130,39,3,9,5,0,9.8,32.8,426.3,255.8,300.0
2739,2580.72,12.25,33.83,161.96,None,4.62,25.41,None,None,170.0,213.7,118.79,3517.3,29,1.41,1.42,16.51,-349.61,None,65.14,1379.02,1378.02,112.86,None,0.68,-0.1,None,1247,149,44,3,11,3,0,8.4,28.3,415.7,415.7,300.0
2740,2581.59,12.25,34.03,161.44,None,5.14,24.31,None,None,170.0,213.4,118.86,3517.3,29,1.41,1.42,16.5,-651.23,None,65.18,1380.02,1379.02,112.94,None,0.7,-0.1,None,1272,173,51,3,11,4,0,7.4,24.9,424.0,318.0,300.0
2741,2582.46,12.25,19.86,158.58,None,8.0,23.79,None,None,169.0,213.1,118.69,3517.33,29,1.41,1.42,16.49,-982.62,None,65.23,1381.01,1380.02,113.03,None,0.87,-0.1,None,1289,184,54,3,12,4,0,7.0,23.9,429.7,322.3,700.0
2742,2583.33,12.25,10.46,158.63,None,7.96,22.66,None,None,167.0,212.5,118.68,3517.75,29,1.41,1.41,16.49,-345.6,None,65.28,1382.01,1381.02,113.11,None,0.98,-0.1,None,1238,160,46,3,11,6,0,7.7,26.9,412.7,206.3,700.0
2743,2584.2,12.25,10.37,158.35,None,8.24,23.19,None,None,167.0,212.1,118.59,3517.46,29,1.41,1.41,16.49,-834.77,None,65.32,1383.01,1382.02,113.19,None,0.99,-0.1,None,829,77,26,3,6,4,0,10.8,31.9,276.3,207.3,700.0
2744,2585.07,12.25,3.92,161.31,None,5.28,18.37,None,None,178.0,211.6,118.25,3517.35,29,1.41,1.41,16.47,-982.31,None,65.37,1384.01,1383.02,113.27,None,1.06,-0.1,None,422,33,14,3,5,4,0,12.8,30.1,140.7,105.5,700.0
2745,2585.94,12.25,4.11,160.36,None,6.23,18.34,None,None,179.0,211.0,111.72,3517.36,29,1.41,1.41,16.44,-993.53,None,65.42,1385.01,1384.02,113.35,None,1.1,-0.1,None,355,51,22,3,7,4,0,7.0,16.1,118.3,88.8,700.0
2746,2586.81,12.25,7.11,160.47,None,6.11,19.81,None,None,180.0,210.4,106.61,3517.52,29,1.41,1.41,16.44,-917.75,None,65.47,1386.01,1385.02,113.44,None,1.0,-0.1,None,462,55,23,3,8,4,1,8.4,20.1,154.0,115.5,700.0
2747,2587.68,12.25,12.01,159.4,None,7.19,21.91,None,None,178.0,210.3,106.44,3517.74,29,1.41,1.41,16.45,-907.36,None,65.51,1387.01,1386.02,113.52,None,0.94,-0.1,None,8,0,1,1,0,2,0,None,8.0,8.0,4.0,700.0
2748,2588.55,12.25,4.24,161.97,None,4.61,18.78,None,None,179.0,200.9,106.57,3415.35,28,1.41,1.41,16.4,-951.85,None,65.56,1388.01,1387.02,113.6,None,1.02,-0.1,None,807,60,22,2,7,3,0,13.4,36.7,403.5,269.0,700.0
2749,2589.42,12.25,3.81,161.5,None,5.08,18.15,None,None,179.0,206.8,106.48,3478.2,28,1.41,1.41,16.38,-946.45,None,65.61,1389.01,1388.01,113.68,None,1.06,-0.1,None,405,36,17,3,6,4,0,11.3,23.8,135.0,101.3,700.0
2750,2590.29,12.25,4.68,161.75,None,4.83,18.37,None,None,180.0,210.9,106.11,3518.58,28,1.41,1.41,16.37,-846.29,None,65.66,1390.01,1389.01,113.76,None,1.01,-0.1,None,388,24,12,3,3,4,0,16.2,32.3,129.3,97.0,700.0
2751,2591.15,12.25,3.66,161.61,None,4.98,17.85,None,None,179.0,210.1,105.78,3518.58,29,1.41,1.41,16.36,-900.76,None,65.7,1391.01,1390.01,113.84,None,1.06,-0.1,None,343,19,9,3,3,3,0,18.1,38.1,114.3,114.3,700.0
2752,2592.02,12.25,4.16,161.64,None,4.95,18.26,None,None,180.0,209.7,105.39,3518.53,28,1.41,1.41,16.33,-982.53,None,65.75,1392.01,1391.01,113.93,None,1.04,-0.1,None,327,16,9,3,4,4,0,20.4,36.3,109.0,81.8,700.0
2753,2592.89,12.25,4.06,161.71,None,4.88,18.09,None,None,179.0,209.6,105.09,3518.6,28,1.41,1.41,16.33,-994.23,None,65.8,1393.01,1392.01,114.01,None,1.04,-0.1,None,295,15,8,3,5,4,0,19.7,36.9,98.3,73.8,700.0
2754,2593.76,12.25,1.62,161.25,None,5.34,16.45,None,None,180.0,209.8,104.81,3518.61,28,1.41,1.41,16.31,-990.39,None,65.84,1394.01,1393.01,114.09,None,1.21,-0.1,None,244,17,9,3,3,4,1,14.4,27.1,81.3,61.0,700.0
2755,2594.63,12.25,1.51,158.02,None,8.57,16.22,None,None,166.0,208.7,104.36,3518.63,27,1.41,1.37,16.26,-998.12,None,65.89,1395.01,1394.01,114.17,None,1.35,-0.1,None,417,62,17,3,5,4,0,6.7,24.5,139.0,104.3,700.0
2756,2595.5,12.25,4.92,162.37,None,5.0,18.9,None,None,149.0,210.6,104.17,3518.23,28,1.41,1.41,16.23,-956.41,None,65.94,1396.01,1395.01,114.25,None,0.98,-0.1,None,301,15,6,3,1,6,0,20.1,50.2,100.3,50.2,700.0
2757,2596.37,12.25,5.63,161.58,None,6.17,19.07,None,None,150.0,211.0,103.35,3517.84,28,1.41,1.4,16.25,-975.37,None,65.99,1397.01,1396.01,114.34,None,1.01,-0.1,None,339,16,7,3,2,4,0,21.2,48.4,113.0,84.8,700.0
2758,2597.24,12.25,5.07,160.99,None,6.76,20.19,None,None,150.0,194.2,103.34,3346.73,27,1.41,1.41,16.27,-976.68,None,66.03,1398.01,1397.01,114.42,None,1.05,-0.1,None,368,19,7,3,2,4,0,19.4,52.6,122.7,92.0,700.0
2759,2598.11,12.25,2.04,161.81,None,5.94,16.84,None,None,165.0,209.1,102.36,3510.55,26,1.41,1.41,16.33,-993.48,None,66.08,1399.01,1398.01,114.5,None,1.19,-0.1,None,273,17,7,4,2,4,1,16.1,39.0,68.3,68.3,700.0
2760,2598.98,12.25,1.76,162.28,None,5.48,16.97,None,None,133.0,211.0,101.71,3517.94,28,1.41,1.41,16.38,-977.3,None,66.13,1400.01,1399.01,114.58,None,1.15,-0.1,None,230,14,6,3,1,4,0,16.4,38.3,76.7,57.5,700.0
2761,2599.85,12.25,1.68,159.1,None,8.66,16.29,None,None,148.0,210.2,101.75,3518.08,27,1.41,1.41,16.37,-982.96,None,66.17,1401.0,1400.01,114.66,None,1.31,-0.1,None,296,51,14,4,3,4,0,5.8,21.1,74.0,74.0,700.0
2762,2600.72,12.25,1.15,158.65,None,9.11,16.39,None,None,143.0,210.3,101.3,3517.54,28,1.41,1.41,16.39,-990.69,None,66.22,1402.0,1401.01,114.75,None,1.4,-0.1,None,243,38,11,4,2,9,1,6.4,22.1,60.8,27.0,700.0
2763,2601.59,12.25,2.18,158.94,None,8.82,18.23,None,None,157.0,209.8,101.1,3517.38,28,1.41,1.41,16.42,-948.41,None,66.27,1403.0,1402.0,114.83,None,1.28,-0.1,None,306,31,11,3,2,5,1,9.9,27.8,102.0,61.2,700.0
2764,2602.45,12.25,3.61,159.57,None,8.19,18.82,None,None,169.0,209.0,101.0,3517.3,27,1.41,1.41,16.41,-972.65,None,66.32,1404.0,1403.0,114.91,None,1.18,-0.1,None,323,19,7,4,2,5,0,17.0,46.1,80.8,64.6,700.0
2765,2603.32,12.25,1.52,160.22,None,7.54,17.29,None,None,169.0,208.5,100.68,3517.32,29,1.41,1.41,16.2,-998.14,None,66.36,1405.0,1404.0,114.99,None,1.31,-0.1,None,286,30,10,4,2,5,0,9.5,28.6,71.5,57.2,700.0
2766,2604.19,12.25,3.19,159.5,None,8.25,18.3,None,None,169.0,208.6,119.64,3517.31,28,1.41,1.41,16.3,-983.92,None,66.41,1406.0,1405.0,115.07,None,1.21,-0.1,None,272,19,8,4,1,5,0,14.3,34.0,68.0,54.4,700.0
2767,2605.06,12.25,3.04,158.86,None,8.89,18.75,None,None,169.0,208.3,135.19,3517.32,27,1.41,1.41,16.3,-986.64,None,66.46,1407.0,1406.0,115.15,None,1.24,-0.1,None,324,35,10,4,3,4,0,9.3,32.4,81.0,81.0,700.0
2768,2605.93,12.25,2.63,160.42,None,7.33,18.75,None,None,169.0,208.0,135.18,3517.37,27,1.41,1.41,16.4,-988.99,None,66.51,1408.0,1407.0,115.24,None,1.21,-0.1,None,284,31,11,4,2,4,0,9.2,25.8,71.0,71.0,700.0
2769,2606.8,12.25,3.78,160.22,None,7.54,18.72,None,None,170.0,208.1,135.37,3517.39,27,1.41,1.41,16.4,-989.78,None,66.55,1409.0,1408.0,115.32,None,1.15,-0.1,None,282,20,8,3,1,4,0,14.1,35.3,94.0,70.5,700.0
2770,2607.67,12.25,4.45,159.6,None,8.16,19.12,None,None,170.0,207.7,135.07,3517.44,27,1.41,1.41,16.49,-797.56,None,66.6,1410.0,1409.0,115.4,None,1.15,-0.1,None,297,16,6,4,1,5,0,18.6,49.5,74.3,59.4,700.0
2771,2608.35,8.5,38.2,145.42,None,2.5,11.44,None,None,29.0,129.9,187.38,1493.88,16,1.43,1.41,16.3,-667.06,None,0.05,1.22,0.92,0.13,None,0.54,-0.1,None,0,0,0,0,0,0,0,None,None,None,None,700.0
2772,2609.21,8.5,9.32,142.54,None,5.38,13.08,None,None,29.0,140.7,187.36,1493.85,16,1.43,1.41,16.51,-901.28,None,0.1,2.22,1.84,0.25,None,0.86,-0.1,None,0,0,0,0,0,0,0,None,None,None,None,700.0
2773,2610.07,8.5,4.35,142.14,None,5.77,13.48,None,None,30.0,140.8,187.16,1493.99,16,1.43,1.41,16.53,-741.5,None,0.16,3.22,2.76,0.38,None,0.99,-0.1,None,0,0,0,0,0,0,0,None,None,None,None,700.0
2774,2610.92,8.5,5.45,142.26,None,5.66,13.82,None,None,30.0,141.9,187.07,1493.92,16,1.43,1.41,16.56,-532.77,None,0.21,4.22,3.68,0.5,None,0.95,7.73,None,0,0,22297,1,219,0,0,None,0.0,0.0,None,700.0
2775,2611.78,8.5,1.23,142.29,None,2.44,11.79,None,None,29.96,205.2,186.23,1947.16,19,1.42,1.41,16.67,-523.21,None,0.26,5.22,4.6,0.63,None,1.05,0.12,None,23898,108,2588,1,23,4,5,221.3,9.2,23898.0,5974.5,700.0
2776,2612.63,8.5,0.69,141.26,None,2.98,11.01,None,None,29.76,225.0,186.54,2071.14,20,1.42,1.4,16.9,-837.33,None,0.31,6.22,5.52,0.76,None,1.18,0.5,None,67,7,6,1,3,9,5,9.6,11.2,67.0,7.4,700.0
2777,2613.49,8.5,5.26,139.62,None,4.62,12.78,None,None,30.16,233.2,186.95,2071.03,21,1.42,1.41,17.12,-80.78,None,0.36,7.22,6.43,0.88,None,0.98,0.02,None,107,6,1,1,0,9,0,17.8,107.0,107.0,11.9,700.0
2778,2614.34,8.5,10.22,139.67,None,4.56,13.74,None,None,29.51,237.4,186.98,2071.03,21,1.42,1.41,17.15,-59.8,None,0.42,8.22,7.35,1.01,None,0.88,0.03,None,206,8,2,1,0,10,0,25.8,103.0,206.0,20.6,700.0
2779,2615.19,8.5,11.48,139.48,None,4.75,14.27,None,None,30.16,238.7,187.04,2071.03,21,1.42,1.41,17.18,-148.26,None,0.47,9.21,8.27,1.13,None,0.87,0.03,None,233,8,1,1,1,10,0,29.1,233.0,233.0,23.3,700.0
2780,2616.05,8.5,11.18,139.71,None,4.52,14.25,None,None,30.11,238.2,186.98,2071.03,21,1.42,1.41,17.2,-156.13,None,0.52,10.21,9.19,1.26,None,0.86,0.03,None,248,8,2,1,1,11,0,31.0,124.0,248.0,22.5,700.0
2781,2616.9,8.5,9.63,139.34,None,4.89,14.37,None,None,30.11,238.1,187.04,2071.03,21,1.42,1.41,17.22,-770.4,None,0.57,11.21,10.11,1.39,None,0.9,0.03,None,238,9,2,1,1,10,0,26.4,119.0,238.0,23.8,700.0
2782,2617.76,8.5,8.06,139.01,None,5.22,14.23,None,None,29.51,236.7,187.03,2071.03,20,1.42,1.41,17.24,-129.0,None,0.62,12.21,11.03,1.51,None,0.94,0.03,None,185,9,2,1,0,10,0,20.6,92.5,185.0,18.5,700.0
2783,2618.61,8.5,8.87,138.54,None,5.7,14.26,None,None,29.81,237.7,187.06,2071.03,21,1.42,1.41,17.27,-912.75,None,0.68,13.21,11.95,1.64,None,0.94,0.03,None,200,9,2,1,1,10,0,22.2,100.0,200.0,20.0,700.0
2784,2619.46,8.5,11.88,139.13,None,5.11,14.71,None,None,30.36,240.0,187.09,2071.03,20,1.42,1.41,17.29,-152.84,None,0.73,14.21,12.87,1.76,None,0.88,0.03,None,232,10,2,1,0,10,0,23.2,116.0,232.0,23.2,700.0
2785,2620.32,8.5,11.88,139.12,None,5.11,14.73,None,None,30.08,240.1,187.05,2071.03,20,1.42,1.41,17.31,-128.69,None,0.78,15.21,13.79,1.89,None,0.88,0.03,None,289,12,2,1,1,11,0,24.1,144.5,289.0,26.3,700.0
2786,2621.17,8.5,11.42,139.04,None,5.19,14.48,None,None,30.14,239.1,187.02,2071.03,20,1.42,1.09,17.33,-84.62,None,0.83,16.21,14.71,2.02,None,0.88,0.05,None,514,13,3,1,2,12,0,39.5,171.3,514.0,42.8,700.0
2787,2622.02,8.5,9.58,138.99,None,5.25,14.64,None,None,30.03,237.6,186.96,2071.03,20,1.43,0.87,17.35,-943.24,None,0.88,17.21,15.63,2.14,None,0.91,0.02,None,93,4,1,1,1,12,0,23.3,93.0,93.0,7.8,700.0
2788,2622.88,8.5,12.66,139.11,None,5.13,15.27,None,None,30.21,239.2,186.97,2071.03,21,1.42,1.41,17.37,-215.19,None,0.93,18.21,16.55,2.27,None,0.87,0.03,None,230,10,2,0,0,12,0,23.0,115.0,None,19.2,700.0
2789,2623.73,8.5,14.64,139.04,None,5.2,15.54,None,None,30.47,240.9,187.0,2071.03,20,1.43,1.4,17.39,-310.7,None,0.99,19.2,17.47,2.39,None,0.85,0.03,None,290,11,2,0,1,11,0,26.4,145.0,None,26.4,700.0
2790,2624.58,8.5,12.04,138.5,None,5.74,14.85,None,None,30.18,238.3,187.07,2071.03,20,1.42,1.41,17.41,-615.51,None,1.04,20.2,18.39,2.52,None,0.9,0.03,None,287,11,2,1,1,11,0,26.1,143.5,287.0,26.1,700.0
2791,2625.43,8.5,10.71,138.13,None,6.11,14.75,None,None,30.31,238.9,187.01,2071.03,20,1.43,1.41,17.43,-927.54,None,1.09,21.2,19.3,2.65,None,0.93,0.03,None,235,10,2,1,1,12,0,23.5,117.5,235.0,19.6,700.0
2792,2626.29,8.5,4.79,137.21,None,7.02,13.31,None,None,29.63,230.5,186.9,2071.17,20,1.43,1.41,17.46,-953.08,None,1.14,22.2,20.22,2.77,None,1.09,0.03,None,198,9,2,1,0,12,0,22.0,99.0,198.0,16.5,700.0
2793,2627.14,8.5,11.82,138.95,None,5.28,14.02,None,None,30.06,240.4,186.26,2095.37,21,1.43,1.41,17.56,-405.1,None,1.19,23.2,21.14,2.9,None,0.88,0.02,None,106,8,2,1,0,13,0,13.3,53.0,106.0,8.2,700.0
2794,2627.99,8.5,15.48,139.15,None,5.08,15.1,None,None,30.39,242.0,185.94,2062.79,21,1.43,1.42,17.58,-68.86,None,1.25,24.2,22.06,3.02,None,0.81,0.03,None,174,10,3,1,1,12,0,17.4,58.0,174.0,14.5,700.0
2795,2628.84,8.5,18.44,139.65,None,4.58,15.54,None,None,29.8,236.6,186.11,2021.97,20,1.43,1.42,17.59,-100.04,None,1.3,25.2,22.98,3.15,None,0.76,0.03,None,270,13,3,1,1,12,0,20.8,90.0,270.0,22.5,700.0
2796,2629.69,8.5,19.33,139.68,None,4.55,15.6,None,None,29.56,242.9,186.11,2061.7,21,1.43,1.42,17.6,-154.92,None,1.35,26.2,23.9,3.28,None,0.76,0.03,None,283,13,3,1,1,12,0,21.8,94.3,283.0,23.6,700.0
2797,2630.55,8.5,15.61,139.05,None,5.18,15.55,None,None,30.87,243.8,185.99,2072.96,21,1.43,1.42,17.61,-874.18,None,1.4,27.2,24.82,3.4,None,0.81,0.03,None,283,14,3,1,1,11,0,20.2,94.3,283.0,25.7,700.0
2798,2631.4,8.5,17.88,139.67,None,4.56,15.95,None,None,30.64,244.3,185.95,2072.27,20,1.43,1.42,17.62,-183.46,None,1.45,28.2,25.74,3.53,None,0.77,0.04,None,296,14,4,1,1,12,0,21.1,74.0,296.0,24.7,700.0
2799,2632.25,8.5,15.76,139.36,None,4.87,15.89,None,None,29.89,243.8,186.14,2071.25,20,1.43,1.23,17.64,-730.11,None,1.51,29.19,26.66,3.65,None,0.8,0.06,None,507,19,5,1,2,12,0,26.7,101.4,507.0,42.3,700.0
