DEPT,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFIA,MFOA,MDIA,MDOA,MTIA,MTOA,ECDT,BDTI,BDDI,BRVC,TCTI,FPPG,DXC,GASX,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,C1C2,C1C3,C1C4,C1C5,LITH
1178,1159.57,17.5,41.11,117.96,None,3.7,7.99,None,None,152.0,114.9,None,3737.96,None,1.28,None,17.9,None,None,20.63,922.18,366.63,39.25,None,0.63,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1179,1160.59,17.5,41.95,117.69,None,3.98,8.08,None,None,152.0,114.2,None,3737.96,None,1.28,None,17.9,None,None,20.65,923.18,367.03,39.29,None,0.63,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1180,1161.47,17.5,47.27,117.97,None,3.7,8.35,None,None,152.0,113.4,None,3737.96,None,1.28,None,17.89,None,None,20.67,924.18,367.42,39.34,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1181,1162.49,17.5,69.85,115.73,None,5.93,9.53,None,None,152.0,116.8,None,3737.91,None,1.28,None,17.89,None,None,20.7,925.18,367.82,39.38,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1182,1163.37,17.5,66.69,114.78,None,6.88,10.12,None,None,152.0,119.7,None,3737.91,None,1.28,None,17.89,None,None,20.72,926.18,368.22,39.42,None,0.63,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1183,1164.54,17.5,67.96,114.45,None,7.21,10.65,None,None,152.0,120.8,None,3737.96,None,1.28,None,17.89,None,None,20.74,927.18,368.62,39.46,None,0.63,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1184,1165.27,17.5,62.89,114.3,None,7.37,10.11,None,None,152.0,119.7,None,3737.96,None,1.28,None,17.89,None,None,20.76,928.18,369.01,39.51,None,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1185,1166.3,17.5,58.76,114.11,None,7.56,11.13,None,None,152.0,119.5,None,3737.96,None,1.28,None,17.9,None,None,20.78,929.17,369.41,39.55,None,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1186,1167.47,17.5,68.23,114.73,None,6.93,9.59,None,None,152.0,119.8,None,3737.96,None,1.28,None,17.9,None,None,20.81,930.17,369.81,39.59,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1187,1168.34,17.5,68.99,114.02,None,7.64,10.07,None,None,152.0,121.0,None,3737.91,None,1.28,None,17.91,None,None,20.83,931.17,370.21,39.63,None,0.63,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1188,1169.22,17.5,71.09,116.5,None,5.16,8.97,None,None,152.0,117.7,None,3737.8,None,1.28,None,17.91,None,None,20.85,932.17,370.61,39.68,None,0.58,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1189,1170.1,17.5,50.59,115.34,None,6.35,9.47,None,None,152.0,118.2,None,3737.66,None,1.28,None,17.85,None,None,20.87,933.17,371.0,39.72,None,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1190,1171.12,17.5,51.66,117.4,None,4.26,8.63,None,None,152.0,117.0,None,3737.88,None,1.28,None,17.81,None,None,20.9,934.17,371.4,39.76,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1191,1172.0,17.5,57.89,117.43,None,4.23,8.6,None,None,152.0,116.5,None,3737.96,None,1.28,None,17.83,None,None,20.92,935.17,371.8,39.81,None,0.59,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1192,1173.02,17.5,55.75,116.74,None,4.93,8.92,None,None,152.0,117.1,None,3737.93,None,1.28,None,17.84,None,None,20.94,936.17,372.2,39.85,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1193,1173.96,17.5,57.35,117.2,None,4.48,8.82,None,None,152.0,117.4,None,3737.94,None,1.28,None,17.85,None,None,20.96,937.17,372.59,39.89,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1194,1174.89,17.5,56.56,116.61,None,5.05,8.89,None,None,152.0,116.8,None,3737.96,None,1.28,None,17.86,None,None,20.99,938.17,372.99,39.93,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1195,1175.87,17.5,56.44,116.71,None,4.97,8.97,None,None,152.0,118.2,None,3737.92,None,1.28,None,17.87,None,None,21.01,939.16,373.39,39.98,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1196,1176.82,17.5,55.22,116.88,None,4.78,8.82,None,None,152.0,116.9,None,3737.92,None,1.28,None,17.88,None,None,21.03,940.16,373.79,40.02,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1197,1177.85,17.5,55.55,116.27,None,5.39,9.1,None,None,152.0,118.3,None,3737.76,None,1.28,None,17.89,None,None,21.05,941.16,374.18,40.06,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1198,1178.7,17.5,55.4,117.17,None,4.5,8.81,None,None,152.0,117.3,None,3737.96,None,1.28,None,17.89,None,None,21.08,942.16,374.58,40.1,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1199,1179.7,17.5,54.04,116.71,None,4.97,8.83,None,None,152.0,117.2,None,3737.92,None,1.28,None,17.9,None,None,21.1,943.16,374.98,40.15,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1200,1180.63,17.5,55.37,116.72,None,4.95,8.98,None,None,152.0,118.6,None,3737.88,None,1.28,None,17.91,None,None,21.12,944.16,375.38,40.19,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1201,1181.65,17.5,22.97,118.28,None,3.4,2.03,None,None,120.0,110.4,None,3737.94,None,1.28,None,18.03,None,None,21.14,945.16,375.77,40.23,None,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1202,1182.57,17.5,26.44,116.99,None,4.68,0.48,None,None,112.0,110.3,None,3737.9,None,1.28,None,18.05,None,None,21.17,946.16,376.17,40.27,None,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1203,1183.55,17.5,25.01,116.89,None,4.77,0.48,None,None,112.0,110.3,None,3737.69,None,1.28,None,18.06,None,None,21.19,947.16,376.57,40.32,None,0.69,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1204,1184.53,17.5,26.28,117.16,None,4.52,0.48,None,None,112.0,110.4,None,3737.53,None,1.28,None,18.05,None,None,21.21,948.16,376.97,40.36,None,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1205,1185.22,17.5,29.74,117.04,None,4.63,0.48,None,None,112.0,111.1,None,3737.64,None,1.28,None,18.05,None,None,21.23,949.15,377.37,40.4,None,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1206,1186.38,17.5,29.92,117.27,None,4.39,0.48,None,None,112.0,111.1,None,3737.29,None,1.28,None,18.05,None,None,21.25,950.15,377.76,40.44,None,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1207,1187.1,17.5,30.11,117.12,None,4.54,0.48,None,None,112.0,111.2,None,3737.08,None,1.28,None,18.07,None,None,21.28,951.15,378.16,40.49,None,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1208,1188.11,17.5,33.03,118.6,None,3.08,3.44,None,None,128.0,111.2,None,3736.98,None,1.28,None,18.07,None,None,21.3,952.15,378.56,40.53,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1209,1189.12,17.5,49.3,118.94,None,2.73,7.93,None,None,152.0,113.0,None,3736.87,None,1.28,None,18.07,None,None,21.32,953.15,378.96,40.57,None,0.56,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1210,1189.99,17.5,52.98,118.42,None,4.17,8.83,None,None,152.0,114.3,None,3736.91,None,1.28,None,18.07,None,None,21.34,954.15,379.35,40.61,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1211,1191.0,17.5,62.19,119.33,None,3.43,8.42,None,None,152.0,113.3,None,3737.0,None,1.28,None,18.07,None,None,21.37,955.15,379.75,40.66,None,0.55,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1212,1192.01,17.5,37.93,118.75,None,3.98,7.9,None,None,152.0,111.8,None,3737.21,None,1.28,None,18.08,None,None,21.39,956.15,380.15,40.7,None,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1213,1192.88,17.5,43.06,119.24,None,3.48,7.53,None,None,152.0,112.4,None,3736.78,None,1.28,None,18.07,None,None,21.41,957.15,380.55,40.74,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1214,1193.89,17.5,45.06,119.32,None,3.4,7.35,None,None,156.0,121.9,None,3876.07,None,1.28,None,18.08,None,None,21.43,958.15,380.94,40.78,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1215,1194.9,17.5,44.43,118.92,None,3.8,8.46,None,None,152.0,114.8,None,3737.79,None,1.28,None,18.12,None,None,21.46,959.14,381.34,40.83,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1216,1195.62,17.5,45.69,118.93,None,3.78,8.01,None,None,152.0,114.5,None,3737.77,None,1.28,None,18.18,None,None,21.48,960.14,381.74,40.87,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1217,1196.63,17.5,45.02,118.96,None,3.75,8.07,None,None,152.0,114.8,None,3737.59,None,1.28,None,18.23,None,None,21.5,961.14,382.14,40.91,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1218,1197.79,17.5,43.14,119.62,None,3.09,7.69,None,None,152.0,114.0,None,3737.77,None,1.28,None,18.26,None,None,21.52,962.14,382.53,40.95,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1219,1198.8,17.5,42.45,119.14,None,3.57,7.95,None,None,152.0,115.0,None,3737.92,None,1.28,None,18.28,None,None,21.55,963.14,382.93,41.0,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1220,1199.67,17.5,43.73,120.08,None,2.63,7.52,None,None,152.0,113.8,None,3737.97,None,1.28,None,18.3,None,None,21.57,964.14,383.33,41.04,None,0.58,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1221,1200.53,17.5,42.53,119.33,None,3.4,7.94,None,None,152.0,114.5,None,3737.88,None,1.28,None,18.32,None,None,21.59,965.14,383.73,41.08,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1222,1201.54,17.5,43.61,120.45,None,2.26,7.65,None,None,152.0,113.1,None,3737.7,None,1.28,None,18.33,None,None,21.61,966.14,384.12,41.12,None,0.56,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1223,1202.41,17.5,42.57,119.57,None,3.14,7.94,None,None,152.0,113.8,None,3737.86,None,1.28,None,18.34,None,None,21.63,967.14,384.52,41.17,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1224,1203.28,17.5,42.48,119.53,None,3.18,8.15,None,None,152.0,114.7,None,3737.83,None,1.28,None,18.35,None,None,21.66,968.14,384.92,41.21,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1225,1204.29,17.5,41.84,119.2,None,3.51,8.48,None,None,152.0,114.6,None,3737.8,None,1.28,None,18.37,None,None,21.68,969.13,385.32,41.25,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1226,1205.12,17.5,40.89,119.16,None,3.56,8.29,None,None,152.0,115.3,None,3737.93,None,1.28,None,18.37,None,None,21.7,970.13,385.72,41.3,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1227,1206.06,17.5,41.73,118.64,None,4.07,8.76,None,None,152.0,115.6,None,3737.71,None,1.28,None,18.36,None,None,21.72,971.13,386.11,41.34,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1228,1207.0,17.5,40.9,119.24,None,3.48,8.3,None,None,152.0,115.3,None,3737.9,None,1.28,None,18.36,None,None,21.75,972.13,386.51,41.38,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1229,1207.94,17.5,20.13,118.89,None,3.82,4.61,None,None,113.0,93.2,None,3325.13,None,1.28,None,18.4,None,None,21.77,973.13,386.91,41.42,None,0.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1230,1208.89,17.5,13.95,117.8,None,4.92,2.96,None,None,93.0,82.9,None,3116.47,None,1.28,None,18.41,None,None,21.79,974.13,387.31,41.47,None,0.76,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1231,1209.83,17.5,25.26,117.22,None,5.5,2.95,None,None,93.0,84.5,None,3117.18,None,1.28,None,18.44,None,None,21.81,975.13,387.7,41.51,None,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1232,1210.78,17.5,26.31,117.31,None,5.41,2.02,None,None,93.0,84.8,None,3117.11,None,1.28,None,18.44,None,None,21.84,976.13,388.1,41.55,None,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1233,1211.72,17.5,26.86,117.46,None,5.25,1.59,None,None,93.0,84.8,None,3117.16,None,1.28,None,18.44,None,None,21.86,977.13,388.5,41.59,None,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1234,1212.66,17.5,26.93,117.75,None,4.97,1.58,None,None,93.0,84.5,None,3117.18,None,1.28,None,18.44,None,None,21.88,978.13,388.9,41.64,None,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1235,1213.61,17.5,26.97,117.87,None,4.84,1.59,None,None,93.0,84.2,None,3117.01,None,1.28,None,18.46,None,None,21.9,979.12,389.29,41.68,None,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1236,1214.55,17.5,25.49,117.67,None,5.05,1.78,None,None,93.0,84.1,None,3116.03,None,1.28,None,18.47,None,None,21.93,980.12,389.69,41.72,None,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1237,1215.49,17.5,25.78,121.45,None,1.27,7.06,None,None,131.0,83.2,None,3115.81,None,1.28,None,18.47,None,None,21.95,981.12,390.09,41.76,None,0.56,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1238,1216.45,17.5,39.91,120.36,None,2.36,8.19,None,None,133.0,86.1,None,3115.79,None,1.28,None,18.36,None,None,21.97,982.12,390.49,41.81,None,0.56,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1239,1217.4,17.5,43.0,119.17,None,3.54,8.6,None,None,133.0,86.9,None,3115.85,None,1.28,None,18.27,None,None,21.99,983.12,390.88,41.85,None,0.59,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1240,1218.33,17.5,42.34,119.37,None,3.34,8.4,None,None,133.0,86.6,None,3115.69,None,1.28,None,18.22,None,None,22.02,984.12,391.28,41.89,None,0.59,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1241,1219.25,17.5,44.17,120.01,None,2.7,8.43,None,None,133.0,86.9,None,3115.82,None,1.28,None,18.17,None,None,22.04,985.12,391.68,41.93,None,0.56,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1242,1220.2,17.5,37.08,119.45,None,3.26,8.59,None,None,133.0,86.8,None,3115.66,None,1.28,None,18.15,None,None,22.06,986.12,392.08,41.98,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1243,1221.14,17.5,39.32,119.22,None,3.5,8.8,None,None,133.0,87.3,None,3115.12,None,1.28,None,18.14,None,None,22.08,987.12,392.48,42.02,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1244,1222.09,17.5,36.43,118.01,None,4.7,8.56,None,None,133.0,86.7,None,3114.82,None,1.28,None,18.12,None,None,22.1,988.12,392.87,42.06,None,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1245,1223.04,17.5,36.33,119.62,None,3.09,8.7,None,None,133.0,87.5,None,3114.55,None,1.28,None,18.12,None,None,22.13,989.11,393.27,42.1,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1246,1223.97,17.5,39.6,119.54,None,3.17,8.63,None,None,133.0,86.8,None,3114.46,None,1.28,None,18.11,None,None,22.15,990.11,393.67,42.15,None,0.59,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1247,1224.9,17.5,37.17,119.44,None,3.28,8.38,None,None,133.0,85.6,None,3114.49,None,1.28,None,18.1,None,None,22.17,991.11,394.07,42.19,None,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1248,1225.84,17.5,36.11,119.24,None,3.48,9.05,None,None,133.0,86.1,None,3114.13,None,1.28,None,18.1,None,None,22.19,992.11,394.46,42.23,None,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1249,1226.84,17.5,73.1,124.06,None,0.15,6.05,None,None,133.0,89.2,None,3114.62,None,1.28,None,18.11,None,None,22.22,993.11,394.86,42.27,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1250,1227.8,17.5,116.73,124.3,None,0.01,6.5,None,None,133.0,88.4,None,3114.45,None,1.28,None,18.11,None,None,22.24,994.11,395.26,42.32,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1251,1228.68,17.5,125.96,124.3,None,0.01,6.64,None,None,133.0,88.3,None,3114.31,None,1.28,None,18.12,None,None,22.26,995.11,395.66,42.36,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1252,1229.71,17.5,111.33,124.38,None,0.01,6.18,None,None,143.0,88.4,None,3114.38,None,1.28,None,18.15,None,None,22.28,996.11,396.05,42.4,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1253,1230.59,17.5,69.27,124.07,None,0.03,6.14,None,None,148.0,90.9,None,3114.47,None,1.28,None,18.22,None,None,22.31,997.11,396.45,42.44,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1254,1231.49,17.5,69.92,123.21,None,0.1,6.69,None,None,148.0,93.6,None,3114.26,None,1.28,None,18.27,None,None,22.33,998.11,396.85,42.49,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1255,1232.43,17.5,64.04,123.03,None,0.18,7.65,None,None,148.0,89.9,None,3114.52,None,1.28,None,18.31,None,None,22.35,999.1,397.25,42.53,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1256,1233.38,17.5,80.89,124.05,None,0.01,8.75,None,None,148.0,83.8,None,3114.41,None,1.28,None,18.34,None,None,22.37,1000.1,397.64,42.57,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1257,1234.31,17.5,84.17,124.26,None,0.01,6.32,None,None,148.0,83.3,None,3114.46,None,1.28,None,18.34,None,None,22.4,1001.1,398.04,42.62,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1258,1235.21,17.5,96.99,124.46,None,0.01,5.89,None,None,148.0,82.2,None,3114.45,None,1.28,None,18.36,None,None,22.42,1002.1,398.44,42.66,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1259,1236.17,17.5,100.16,124.59,None,0.01,6.4,None,None,148.0,82.4,None,3114.3,None,1.28,None,18.37,None,None,22.44,1003.1,398.84,42.7,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1260,1237.15,17.5,113.07,124.35,None,0.01,7.13,None,None,148.0,82.5,None,3114.44,None,1.28,None,18.38,None,None,22.46,1004.1,399.24,42.74,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1261,1238.08,17.5,112.52,124.46,None,0.01,6.75,None,None,148.0,82.3,None,3114.34,None,1.28,None,18.39,None,None,22.49,1005.1,399.63,42.79,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1262,1239.01,17.5,116.44,124.56,None,0.01,6.85,None,None,148.0,82.1,None,3114.28,None,1.28,None,18.4,None,None,22.51,1006.1,400.03,42.83,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1263,1239.96,17.5,109.32,124.46,None,0.01,7.06,None,None,148.0,82.3,None,3114.05,None,1.28,None,18.41,None,None,22.53,1007.1,400.43,42.87,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1264,1240.83,17.5,120.5,124.44,None,0.01,6.74,None,None,148.0,82.2,None,3114.34,None,1.28,None,18.4,None,None,22.55,1008.1,400.83,42.91,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1265,1241.76,17.5,117.84,124.46,None,0.01,7.6,None,None,148.0,82.4,None,3114.42,None,1.28,None,18.35,None,None,22.57,1009.1,401.22,42.96,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1266,1242.71,17.5,108.12,124.46,None,0.01,7.41,None,None,148.0,81.5,None,3114.44,None,1.28,None,18.31,None,None,22.6,1010.09,401.62,43.0,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1267,1243.7,17.5,110.93,124.42,None,0.01,6.71,None,None,148.0,81.4,None,3114.29,None,1.28,None,18.28,None,None,22.62,1011.09,402.02,43.04,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1268,1244.65,17.5,108.1,124.46,None,0.01,7.35,None,None,148.0,82.1,None,3114.39,None,1.28,None,18.26,None,None,22.64,1012.09,402.42,43.08,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1269,1245.56,17.5,111.08,124.5,None,0.01,7.66,None,None,148.0,82.1,None,3114.3,None,1.28,None,18.24,None,None,22.66,1013.09,402.81,43.13,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1270,1246.47,17.5,43.64,124.98,None,0.01,7.64,None,None,148.0,83.0,None,3114.37,None,1.28,None,18.05,None,None,22.69,1014.09,403.21,43.17,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1271,1247.36,17.5,108.27,125.35,None,0.01,7.95,None,None,148.0,83.6,None,3114.3,None,1.28,None,18.01,None,None,22.71,1015.09,403.61,43.21,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1272,1248.3,17.5,104.5,125.45,None,0.44,7.53,None,None,148.0,84.0,None,3114.4,None,1.28,None,18.01,None,None,22.73,1016.09,404.01,43.25,None,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1273,1249.31,17.5,112.4,125.43,None,1.01,7.38,None,None,148.0,83.7,None,3114.29,None,1.28,None,18.02,None,None,22.75,1017.09,404.4,43.3,None,0.38,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1274,1250.2,17.5,135.12,125.34,None,1.08,7.35,None,None,148.0,84.3,None,3114.36,None,1.28,None,18.03,None,None,22.78,1018.09,404.8,43.34,None,0.35,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1275,1251.1,17.5,117.08,125.17,None,1.25,7.83,None,None,148.0,84.6,None,3114.1,None,1.28,None,18.07,None,None,22.8,1019.09,405.2,43.38,None,0.38,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1276,1252.07,17.5,132.48,125.18,None,1.25,7.32,None,None,148.0,84.3,None,3114.2,None,1.28,None,18.11,None,None,22.82,1020.08,405.6,43.42,None,0.36,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1277,1253.03,17.5,121.34,125.07,None,1.37,7.61,None,None,148.0,84.5,None,3114.25,None,1.28,None,18.15,None,None,22.84,1021.08,406.0,43.47,None,0.38,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1278,1253.96,17.5,140.0,124.84,None,1.59,7.91,None,None,148.0,85.0,None,3114.12,None,1.28,None,18.18,None,None,22.87,1022.08,406.39,43.51,None,0.37,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1279,1254.84,17.5,156.77,124.86,None,1.57,7.33,None,None,148.0,84.6,None,3114.27,None,1.28,None,18.21,None,None,22.89,1023.08,406.79,43.55,None,0.35,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1280,1255.84,17.5,156.97,124.84,None,1.58,8.33,None,None,148.0,85.3,None,3114.24,None,1.28,None,18.22,None,None,22.91,1024.08,407.19,43.59,None,0.35,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1281,1256.73,17.5,156.79,124.6,None,1.84,8.66,None,None,148.0,85.8,None,3114.24,None,1.28,None,18.21,None,None,22.93,1025.08,407.59,43.64,None,0.36,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1282,1257.63,17.5,73.73,119.6,None,6.83,10.74,None,None,148.0,90.4,None,3114.19,None,1.28,None,18.26,None,None,22.95,1026.08,407.98,43.68,None,0.6,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1283,1258.62,17.5,82.79,123.47,None,2.97,8.14,None,None,148.0,85.3,None,3114.33,None,1.28,None,18.3,None,None,22.98,1027.08,408.38,43.72,None,0.49,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1284,1259.5,17.5,123.46,125.83,None,0.98,7.94,None,None,148.0,84.3,None,3114.08,None,1.28,None,18.3,None,None,23.0,1028.08,408.78,43.76,None,0.38,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1285,1260.39,17.5,129.19,125.12,None,1.54,7.42,None,None,148.0,85.1,None,3114.22,None,1.28,None,18.33,None,None,23.02,1029.08,409.18,43.81,None,0.38,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1286,1261.36,17.5,134.81,125.96,None,0.9,7.66,None,None,148.0,85.6,None,3114.27,None,1.28,None,18.35,None,None,23.04,1030.07,409.57,43.85,None,0.36,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1287,1262.31,17.5,134.06,125.13,None,1.3,7.42,None,None,148.0,86.3,None,3114.21,None,1.28,None,18.37,None,None,23.07,1031.07,409.97,43.89,None,0.36,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1288,1263.2,17.5,157.62,125.35,None,1.08,7.4,None,None,148.0,86.1,None,3114.16,None,1.28,None,18.38,None,None,23.09,1032.07,410.37,43.93,None,0.33,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1289,1265.15,17.5,151.07,125.28,None,1.15,7.66,None,None,148.0,86.5,None,3114.23,None,1.28,None,18.39,None,None,23.11,1033.07,410.77,43.98,None,0.34,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1290,1265.11,17.5,155.99,124.59,None,1.85,8.18,None,None,148.0,87.7,None,3114.05,None,1.28,None,18.39,None,None,23.13,1034.07,411.16,44.02,None,0.36,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1291,1265.96,17.5,138.59,125.24,None,1.19,7.74,None,None,148.0,87.4,None,3114.3,None,1.28,None,18.39,None,None,23.16,1035.07,411.56,44.06,None,0.35,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1292,1266.96,17.5,145.04,125.15,None,1.28,7.62,None,None,148.0,88.6,None,3114.24,None,1.28,None,18.39,None,None,23.18,1036.07,411.96,44.11,None,0.35,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1293,1267.82,17.5,140.98,123.61,None,2.82,8.87,None,None,148.0,93.0,None,3114.04,None,1.28,None,18.39,None,None,23.2,1037.07,412.36,44.15,None,0.41,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1294,1269.91,17.5,34.56,120.37,None,6.07,8.99,None,None,148.0,98.3,None,3114.24,None,1.28,None,18.41,None,None,23.22,1038.07,412.76,44.19,None,0.72,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1295,1269.67,17.5,18.62,122.27,None,4.16,7.62,None,None,148.0,94.3,None,3114.26,None,1.28,None,18.45,None,None,23.25,1039.07,413.15,44.23,None,0.76,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1296,1270.61,17.5,31.73,123.53,None,2.9,7.24,None,None,148.0,87.7,None,3114.2,None,1.28,None,18.44,None,None,23.27,1040.06,413.55,44.28,None,0.63,None,None,None,None,None,None,None,None,None,None,None,None,None,None
