DEPT,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFIA,MFOA,MDIA,MDOA,MTIA,MTOA,ECDT,BDTI,BDDI,BRVC,TCTI,FPPG,DXC,GASX,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,C1C2,C1C3,C1C4,C1C5,LITH
225,225.0,26.0,11.44,103.16,107.69,0.28,1.96,11.7,None,39.37,101.39,0.0,3478.32,43.01,1.02,None,28.21,None,1.02,1.73,17.92,11.3,3.61,1.0,0.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None
226,226.0,26.0,11.52,102.93,107.21,0.47,2.54,8.74,None,39.43,101.13,0.0,3478.52,48.21,1.02,None,28.2,None,1.02,1.81,18.91,11.71,3.69,1.0,0.53,None,None,None,None,None,None,None,None,None,None,None,None,None,None
227,227.0,26.0,11.48,103.41,106.46,0.13,2.01,7.05,None,39.47,101.01,0.0,3478.29,50.14,1.02,None,28.2,None,1.02,1.9,19.92,12.13,3.78,1.0,0.45,None,None,None,None,None,None,None,None,None,None,None,None,None,None
228,228.0,26.0,11.48,103.16,106.88,0.27,2.01,8.66,None,39.51,101.31,0.0,3478.19,42.41,1.02,None,28.19,None,1.02,1.99,20.92,12.55,3.86,1.0,0.49,None,None,None,None,None,None,None,None,None,None,None,None,None,None
229,229.0,26.0,8.23,103.12,113.42,0.37,2.43,12.24,None,39.52,101.6,0.0,3478.07,43.15,1.02,None,28.18,None,1.02,2.11,21.94,13.28,4.61,1.0,0.56,None,None,None,None,None,None,None,None,None,None,None,None,None,None
230,230.0,26.0,12.69,102.75,105.65,0.68,2.81,9.9,None,39.49,101.17,0.0,3478.17,42.4,1.02,None,28.16,None,1.02,2.19,22.92,13.78,4.71,1.0,0.54,None,None,None,None,None,None,None,None,None,None,None,None,None,None
231,231.0,26.0,11.3,102.08,104.47,1.27,3.11,5.8,None,39.48,102.53,0.0,3477.95,50.86,1.02,None,28.16,None,1.02,2.28,23.92,14.2,4.8,1.0,0.61,None,None,None,None,None,None,None,None,None,None,None,None,None,None
232,232.0,26.0,10.45,101.67,107.66,1.68,3.22,17.76,None,39.46,102.71,0.0,3477.91,52.59,1.02,None,28.14,None,1.02,2.37,24.91,14.66,5.01,1.0,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
233,233.0,26.0,8.85,101.38,105.4,1.96,3.2,6.65,None,39.41,102.98,0.0,3477.99,42.34,1.02,None,28.13,None,1.02,2.49,25.92,15.21,5.12,1.0,0.69,None,None,None,None,None,None,None,None,None,None,None,None,None,None
234,234.0,26.0,7.04,100.59,102.63,4.21,3.28,8.59,None,39.5,103.15,0.0,3477.85,42.37,1.02,None,28.11,None,1.02,2.63,26.92,16.12,5.65,1.0,0.83,None,None,None,None,None,None,None,None,None,None,None,None,None,None
235,235.0,26.0,8.48,100.47,103.52,4.48,1.4,6.65,None,39.5,103.17,0.0,3478.04,42.38,1.02,None,28.11,None,1.02,2.75,27.92,16.68,5.76,1.0,0.81,None,None,None,None,None,None,None,None,None,None,None,None,None,None
236,236.0,26.0,8.0,101.12,103.02,3.83,3.12,5.18,None,39.46,102.67,0.0,3477.81,42.42,1.02,None,28.11,None,1.02,2.78,31.52,16.82,5.79,1.0,0.31,None,None,None,None,None,None,None,None,None,None,None,None,None,None
237,237.0,26.0,8.93,100.24,102.01,4.7,3.56,5.99,None,39.48,103.32,0.0,3477.85,47.79,1.02,None,28.11,None,1.02,2.94,48.87,17.62,5.96,1.0,0.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None
238,238.0,26.0,8.94,100.21,102.51,4.74,3.74,7.3,None,39.55,103.86,0.0,3478.04,63.52,1.02,None,28.1,None,1.02,3.05,49.88,18.16,6.07,1.0,0.81,None,None,None,None,None,None,None,None,None,None,None,None,None,None
239,239.0,26.0,9.07,100.26,103.1,4.69,3.58,6.64,None,39.46,103.88,0.0,3477.96,63.78,1.02,None,28.09,None,1.02,3.16,50.88,18.69,6.17,1.0,0.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None
240,240.0,26.0,9.09,100.39,102.4,4.55,3.74,6.02,None,39.44,103.73,0.0,3478.08,63.7,1.02,None,28.09,None,1.02,3.25,51.69,19.12,6.26,1.0,0.8,None,None,None,None,None,None,None,None,None,None,None,None,None,None
241,241.0,26.0,8.43,100.11,102.04,4.83,4.33,10.55,None,39.5,92.28,0.0,3199.4,63.63,1.02,None,28.08,None,1.02,3.37,52.7,19.69,6.38,1.0,0.82,None,None,None,None,None,None,None,None,None,None,None,None,None,None
242,242.0,26.0,9.62,100.22,101.56,4.73,3.6,6.05,None,39.47,95.36,0.0,3262.0,61.23,1.02,None,28.08,None,1.02,3.48,53.7,20.19,6.48,1.0,0.79,None,None,None,None,None,None,None,None,None,None,None,None,None,None
243,243.0,26.0,10.68,100.98,102.65,3.39,3.1,5.29,None,39.51,103.24,0.0,3477.83,42.44,1.02,None,28.08,None,1.02,3.57,54.7,20.64,6.58,1.0,0.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None
244,244.0,26.0,9.89,100.6,102.18,2.24,3.43,6.87,None,39.46,103.39,0.0,3477.83,42.42,1.02,None,28.08,None,1.02,3.67,55.69,21.12,6.67,1.0,0.69,None,None,None,None,None,None,None,None,None,None,None,None,None,None
245,245.0,26.0,10.43,100.68,102.15,2.16,3.4,5.94,None,39.49,102.75,0.0,3477.83,42.42,1.02,None,28.08,None,1.02,3.77,56.7,21.58,6.77,1.0,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None
246,246.0,26.0,10.54,100.17,103.52,2.72,3.6,16.02,None,42.18,100.11,0.0,3439.3,42.47,1.02,None,28.08,None,1.02,3.87,57.77,22.18,8.99,1.0,0.71,None,None,None,None,None,None,None,None,None,None,None,None,None,None
247,247.0,26.0,6.03,103.25,106.85,1.2,2.84,7.13,None,145.74,98.58,0.0,3435.83,45.08,1.02,None,28.09,None,1.02,4.02,58.69,25.53,9.87,1.0,0.89,None,None,None,None,None,None,None,None,None,None,None,None,None,None
248,248.0,26.0,6.07,103.14,106.88,1.31,2.71,7.23,None,139.68,99.87,0.0,3455.88,44.73,1.02,None,28.09,None,1.02,4.19,59.7,28.32,10.04,1.0,0.89,None,None,None,None,None,None,None,None,None,None,None,None,None,None
249,249.0,26.0,5.55,103.16,106.54,1.29,2.92,9.55,None,139.72,99.27,0.0,3455.91,40.7,1.02,None,28.09,None,1.02,4.37,60.69,31.38,10.21,1.0,0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None
250,250.0,26.0,5.38,103.24,106.07,1.21,2.68,6.28,None,139.69,99.23,0.0,3455.91,43.13,1.02,None,28.08,None,1.02,4.55,61.69,34.53,10.4,1.0,0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None
251,251.0,26.0,5.74,102.92,105.31,1.52,2.58,7.06,None,139.65,98.75,0.0,3455.9,43.03,1.02,None,28.06,None,1.02,4.73,62.69,37.49,10.57,1.0,0.92,None,None,None,None,None,None,None,None,None,None,None,None,None,None
252,252.0,26.0,7.65,103.48,105.96,0.97,1.93,4.89,None,139.71,97.85,0.0,3455.69,43.05,1.02,None,28.06,None,1.02,4.86,63.7,39.71,10.7,1.0,0.82,None,None,None,None,None,None,None,None,None,None,None,None,None,None
253,253.0,26.0,10.14,103.85,105.31,0.6,1.46,3.48,None,139.71,97.01,0.0,3455.63,43.04,1.02,None,28.05,None,1.02,4.96,64.69,41.37,10.8,1.0,0.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None
254,254.0,26.0,8.94,104.42,107.44,0.19,1.86,8.89,None,139.73,96.91,0.0,3455.88,43.3,1.02,None,28.05,None,1.02,5.07,65.69,43.27,10.91,1.0,0.65,None,None,None,None,None,None,None,None,None,None,None,None,None,None
255,255.0,26.0,7.94,103.82,106.65,0.67,1.79,7.51,None,139.69,96.8,0.0,3455.75,43.12,1.02,None,28.04,None,1.02,5.2,66.7,45.42,11.03,1.0,0.77,None,None,None,None,None,None,None,None,None,None,None,None,None,None
