DEPT,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFIA,MFOA,MDIA,MDOA,MTIA,MTOA,ECDT,BDTI,BDDI,BRVC,TCTI,FPPG,DXC,GASX,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,C1C2,C1C3,C1C4,C1C5,LITH
665,661.6,26.0,47.84,101.59,104.56,14.79,14.23,17.03,None,220.36,195.66,0.0,4513.09,-7.67,1.02,None,27.96,None,1.02,24.88,477.78,411.02,37.8,1.0,1.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None
666,662.57,26.0,49.12,101.72,105.34,14.66,13.99,18.27,None,220.33,192.61,0.0,4512.56,-7.46,1.02,None,27.97,None,1.02,24.9,478.76,411.55,37.82,1.0,1.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None
667,663.55,26.0,46.05,101.44,103.58,14.94,15.27,19.54,None,220.38,193.41,0.0,4512.78,-7.42,1.02,None,27.97,None,1.02,24.92,479.75,412.13,37.84,1.0,1.05,None,None,None,None,None,None,None,None,None,None,None,None,None,None
668,664.52,26.0,42.94,101.62,104.25,14.76,14.88,19.49,None,220.37,191.12,0.0,4512.9,-7.54,1.02,None,27.98,None,1.02,24.94,480.76,412.75,37.86,1.0,1.06,None,None,None,None,None,None,None,None,None,None,None,None,None,None
669,665.49,26.0,43.56,101.36,103.77,15.02,14.48,18.43,None,220.4,189.47,0.0,4512.71,-7.52,1.02,None,27.99,None,1.02,24.96,481.75,413.36,37.88,1.0,1.06,None,None,None,None,None,None,None,None,None,None,None,None,None,None
670,666.46,26.0,43.97,102.04,105.4,14.34,14.13,17.64,None,220.24,189.45,0.0,4512.79,-7.41,1.02,None,27.99,None,1.02,24.99,482.75,413.97,37.9,1.0,1.05,None,None,None,None,None,None,None,None,None,None,None,None,None,None
671,667.43,26.0,49.38,104.15,107.58,12.23,14.22,17.46,None,220.38,191.61,0.0,4512.49,-7.59,1.02,None,28.0,None,1.02,25.01,483.77,414.52,37.92,1.0,0.98,None,None,None,None,None,None,None,None,None,None,None,None,None,None
672,668.4,26.0,38.93,102.83,105.23,13.56,15.17,18.99,None,203.42,158.73,0.0,3898.82,-7.54,1.02,None,28.0,None,1.02,25.03,484.76,415.15,37.95,1.0,1.04,None,None,None,None,None,None,None,None,None,None,None,None,None,None
673,669.37,26.0,35.44,102.88,105.73,13.5,16.54,20.1,None,178.76,115.21,0.0,3080.57,-7.59,1.02,None,28.01,None,1.02,25.06,485.75,415.76,37.98,1.0,1.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None
674,670.34,26.0,35.49,103.03,107.44,13.35,16.84,19.93,None,178.82,116.27,0.0,3081.04,-7.59,1.02,None,28.01,None,1.02,25.09,486.75,416.37,38.0,1.0,1.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None
675,671.31,26.0,33.03,103.17,107.41,13.22,15.68,20.53,None,178.76,115.94,0.0,3080.63,-7.67,1.02,None,28.01,None,1.02,25.12,487.77,417.04,38.03,1.0,1.04,None,None,None,None,None,None,None,None,None,None,None,None,None,None
676,672.28,26.0,10.26,105.32,111.66,11.06,5.38,22.14,None,139.4,175.32,0.0,4384.8,-7.58,1.02,None,28.01,None,1.02,25.22,488.75,418.65,38.13,1.0,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None
677,673.25,26.0,24.04,101.76,106.04,14.63,7.18,8.62,None,130.9,190.79,0.0,4512.98,-7.6,1.02,None,28.0,None,1.02,25.26,489.76,419.31,38.17,1.0,1.07,None,None,None,None,None,None,None,None,None,None,None,None,None,None
678,674.22,26.0,31.23,104.23,110.68,12.15,5.49,7.78,None,130.91,185.73,0.0,4512.79,-7.82,1.02,None,28.0,None,1.02,25.29,490.75,419.82,38.2,1.0,0.97,None,None,None,None,None,None,None,None,None,None,None,None,None,None
679,675.19,26.0,45.26,106.97,110.6,9.42,3.57,7.61,None,130.99,183.62,0.0,4512.48,-7.62,1.02,None,27.99,None,1.02,25.31,491.78,420.18,38.22,1.0,0.84,None,None,None,None,None,None,None,None,None,None,None,None,None,None
680,676.16,26.0,36.13,101.97,109.84,14.41,5.91,9.56,None,130.9,188.73,0.0,4512.29,-7.59,1.02,None,27.99,None,1.02,25.34,492.75,420.6,38.25,1.0,0.97,None,None,None,None,None,None,None,None,None,None,None,None,None,None
681,677.13,26.0,29.16,99.07,105.2,17.31,6.08,8.25,None,130.96,189.79,0.0,4513.02,-7.59,1.02,None,27.99,None,1.02,25.37,493.76,421.15,38.28,1.0,1.07,None,None,None,None,None,None,None,None,None,None,None,None,None,None
682,678.1,26.0,22.22,96.86,102.65,19.52,2.68,4.15,None,130.88,190.81,0.0,4512.77,-7.54,1.02,None,27.98,None,1.02,25.42,494.76,421.86,38.32,1.0,1.17,None,None,None,None,None,None,None,None,None,None,None,None,None,None
683,679.07,26.0,21.44,96.04,102.85,20.34,5.78,10.53,None,130.92,192.95,0.0,4512.42,-7.59,1.02,None,27.98,None,1.02,25.46,495.75,422.59,38.37,1.0,1.19,None,None,None,None,None,None,None,None,None,None,None,None,None,None
684,680.04,26.0,28.81,97.64,103.16,18.74,8.72,9.11,None,130.86,195.59,0.0,4512.37,-7.59,1.02,None,27.98,None,1.02,25.5,496.76,423.14,38.4,1.0,1.09,None,None,None,None,None,None,None,None,None,None,None,None,None,None
685,681.01,26.0,31.63,97.97,103.69,18.41,8.32,8.6,None,130.91,195.83,0.0,4512.99,-7.62,1.02,None,27.98,None,1.02,25.53,497.76,423.65,38.43,1.0,1.07,None,None,None,None,None,None,None,None,None,None,None,None,None,None
686,681.98,26.0,35.7,99.46,101.76,16.92,7.6,9.49,None,130.92,194.17,0.0,4513.06,-7.88,1.02,None,27.97,None,1.02,25.56,498.76,424.09,38.46,1.0,1.01,None,None,None,None,None,None,None,None,None,None,None,None,None,None
687,682.95,26.0,38.8,101.42,106.77,14.96,7.81,8.22,None,130.88,194.54,0.0,4513.09,-7.78,1.02,None,27.97,None,1.02,25.58,499.75,424.49,38.49,1.0,0.96,None,None,None,None,None,None,None,None,None,None,None,None,None,None
688,683.92,26.0,17.56,111.43,113.54,4.96,4.16,10.15,None,193.87,171.32,0.0,4513.15,-7.65,1.02,None,27.96,None,1.02,25.64,500.76,425.84,38.54,1.0,0.98,None,None,None,None,None,None,None,None,None,None,None,None,None,None
689,684.89,26.0,17.56,111.43,113.54,4.96,4.16,10.15,None,193.87,171.32,0.0,4513.15,-7.65,1.02,None,27.96,None,1.02,25.64,500.76,425.84,38.54,1.0,0.98,None,None,None,None,None,None,None,None,None,None,None,None,None,None
690,685.86,26.0,53.16,107.39,111.63,8.99,11.48,17.06,None,220.27,185.75,0.0,4512.55,-7.54,1.02,None,27.96,None,1.02,25.68,502.77,426.83,38.58,1.0,0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None
691,686.83,26.0,36.66,104.18,111.63,12.2,12.59,18.26,None,220.47,188.37,0.0,4512.55,-7.58,1.02,None,27.96,None,1.02,25.71,503.75,427.54,38.6,1.0,1.05,None,None,None,None,None,None,None,None,None,None,None,None,None,None
692,687.8,26.0,34.27,103.47,111.61,12.91,12.09,14.61,None,220.47,188.37,0.0,4512.6,-7.59,1.02,None,27.96,None,1.02,25.73,504.75,428.32,38.63,1.0,1.08,None,None,None,None,None,None,None,None,None,None,None,None,None,None
693,688.77,26.0,32.09,104.73,113.65,11.65,11.71,14.59,None,220.41,187.15,0.0,4512.75,-7.59,1.02,None,27.96,None,1.02,25.77,505.75,429.15,38.66,1.0,1.07,None,None,None,None,None,None,None,None,None,None,None,None,None,None
694,689.74,26.0,31.94,106.08,114.99,10.31,12.14,15.03,None,220.34,186.47,0.0,4512.64,-7.59,1.02,None,27.96,None,1.02,25.8,506.77,430.0,38.69,1.0,1.04,None,None,None,None,None,None,None,None,None,None,None,None,None,None
695,690.71,26.0,33.44,102.11,110.12,14.28,13.64,18.0,None,220.33,191.25,0.0,4512.39,-7.38,1.02,None,27.96,None,1.02,25.83,507.75,430.79,38.72,1.0,1.11,None,None,None,None,None,None,None,None,None,None,None,None,None,None
696,691.68,26.0,44.09,102.06,112.75,14.32,14.65,19.97,None,220.26,195.2,0.0,4512.49,-7.32,1.02,None,27.96,None,1.02,25.85,508.78,431.41,38.74,1.0,1.05,None,None,None,None,None,None,None,None,None,None,None,None,None,None
697,692.65,26.0,49.94,108.58,112.36,7.81,9.86,16.71,None,220.55,181.97,0.0,4513.42,-7.54,1.02,None,27.96,None,1.02,25.87,509.75,431.94,38.76,1.0,0.89,None,None,None,None,None,None,None,None,None,None,None,None,None,None
698,693.62,26.0,28.84,109.46,113.26,6.92,8.33,13.12,None,220.18,177.62,0.0,4501.55,-7.49,1.02,None,27.96,None,1.02,25.9,510.76,432.87,38.8,1.0,0.98,None,None,None,None,None,None,None,None,None,None,None,None,None,None
699,694.59,26.0,19.83,111.36,113.79,5.02,6.04,9.98,None,180.03,94.26,0.0,3107.46,-7.52,1.02,None,27.95,None,1.02,25.95,511.75,433.96,38.85,1.0,0.95,None,None,None,None,None,None,None,None,None,None,None,None,None,None
700,695.56,26.0,28.39,108.28,112.47,8.1,10.06,21.11,None,192.45,130.23,0.0,3571.21,-7.59,1.02,None,27.95,None,1.02,25.99,512.75,434.78,38.88,1.0,0.98,None,None,None,None,None,None,None,None,None,None,None,None,None,None
701,696.53,26.0,13.81,107.79,115.02,8.97,8.79,16.57,None,220.33,181.9,0.0,4512.55,-7.55,1.02,None,27.93,None,1.02,26.06,513.75,439.57,39.17,1.0,1.18,None,None,None,None,None,None,None,None,None,None,None,None,None,None
702,697.5,26.0,25.7,105.87,110.88,12.11,12.55,19.78,None,220.35,191.2,0.0,4512.91,-7.31,1.02,None,27.92,None,1.02,26.1,514.77,440.62,39.21,1.0,1.13,None,None,None,None,None,None,None,None,None,None,None,None,None,None
703,698.47,26.0,39.38,109.17,114.68,8.81,10.67,19.64,None,220.3,186.8,0.0,4512.32,-7.41,1.02,None,27.92,None,1.02,26.13,515.75,441.29,39.23,1.0,0.96,None,None,None,None,None,None,None,None,None,None,None,None,None,None
704,699.44,26.0,46.32,103.78,109.59,14.2,16.17,21.26,None,220.35,200.25,0.0,4511.82,-7.46,1.02,None,27.92,None,1.02,26.15,516.76,441.87,39.25,1.0,1.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None
705,700.41,26.0,41.52,103.52,107.52,14.46,14.82,17.81,None,220.43,195.19,0.0,4512.62,-7.37,1.02,None,27.92,None,1.02,26.17,517.77,442.52,39.28,1.0,1.06,None,None,None,None,None,None,None,None,None,None,None,None,None,None
706,701.38,26.0,50.15,105.74,108.92,12.24,13.57,17.31,None,220.17,189.91,0.0,4512.54,-7.59,1.02,None,27.92,None,1.02,26.19,518.78,443.06,39.3,1.0,0.98,None,None,None,None,None,None,None,None,None,None,None,None,None,None
707,702.35,26.0,45.63,104.68,113.76,13.3,14.81,19.5,None,220.18,192.6,0.0,4512.65,-7.6,1.02,None,27.93,None,1.02,26.21,519.77,443.64,39.32,1.0,1.02,None,None,None,None,None,None,None,None,None,None,None,None,None,None
708,703.32,26.0,58.13,110.54,112.61,7.44,8.55,12.56,None,220.41,176.25,0.0,4512.36,-7.31,1.02,None,27.93,None,1.02,26.23,520.76,444.1,39.33,1.0,0.85,None,None,None,None,None,None,None,None,None,None,None,None,None,None
709,704.29,26.0,14.11,112.51,114.01,5.47,5.31,12.57,None,220.34,170.58,0.0,4512.8,-7.54,1.02,None,27.93,None,1.02,26.3,521.75,445.98,39.4,1.0,1.07,None,None,None,None,None,None,None,None,None,None,None,None,None,None
710,705.26,26.0,18.68,108.97,113.96,9.01,2.03,8.94,None,135.73,176.7,0.0,4512.2,-7.46,1.02,None,27.93,None,1.02,26.36,522.76,446.87,39.45,1.0,1.02,None,None,None,None,None,None,None,None,None,None,None,None,None,None
711,706.23,26.0,37.59,105.1,111.61,12.88,3.97,6.09,None,130.93,186.1,0.0,4512.81,-7.45,1.02,None,27.92,None,1.02,26.38,523.77,447.29,39.48,1.0,0.94,None,None,None,None,None,None,None,None,None,None,None,None,None,None
712,707.19,26.0,43.53,104.47,109.14,13.51,6.27,7.95,None,130.87,190.4,0.0,4512.75,-7.43,1.02,None,27.92,None,1.02,26.41,524.75,447.65,39.5,1.0,0.91,None,None,None,None,None,None,None,None,None,None,None,None,None,None
713,708.16,26.0,48.53,108.29,112.64,9.69,3.63,6.91,None,130.97,179.37,0.0,4513.43,-7.54,1.02,None,27.92,None,1.02,26.43,525.77,447.98,39.52,1.0,0.83,None,None,None,None,None,None,None,None,None,None,None,None,None,None
714,709.13,26.0,28.49,102.11,108.03,15.87,6.61,10.25,None,130.97,194.97,0.0,4512.33,-7.55,1.02,None,27.92,None,1.02,26.46,526.76,448.53,39.56,1.0,1.05,None,None,None,None,None,None,None,None,None,None,None,None,None,None
715,710.09,26.0,23.29,100.11,105.4,17.87,6.49,7.95,None,130.9,192.7,0.0,4512.58,-7.4,1.02,None,27.92,None,1.02,26.5,527.76,449.21,39.6,1.0,1.13,None,None,None,None,None,None,None,None,None,None,None,None,None,None
716,711.06,26.0,26.76,101.24,106.24,16.74,7.19,10.21,None,130.96,193.44,0.0,4512.41,-7.38,1.02,None,27.92,None,1.02,26.54,528.77,449.8,39.64,1.0,1.08,None,None,None,None,None,None,None,None,None,None,None,None,None,None
717,712.02,26.0,27.6,103.11,105.76,14.87,6.52,9.96,None,130.9,190.76,0.0,4512.81,-7.4,1.02,None,27.92,None,1.02,26.58,529.77,450.37,39.67,1.0,1.04,None,None,None,None,None,None,None,None,None,None,None,None,None,None
718,712.99,26.0,26.68,99.34,105.0,18.64,7.74,10.36,None,130.91,197.72,0.0,4512.14,-7.34,1.02,None,27.91,None,1.02,26.61,530.76,450.96,39.71,1.0,1.11,None,None,None,None,None,None,None,None,None,None,None,None,None,None
719,713.96,26.0,25.39,96.42,102.74,21.56,7.95,10.53,None,130.86,197.47,0.0,4511.8,-7.47,1.02,None,27.91,None,1.02,26.65,531.76,451.58,39.75,1.0,1.16,None,None,None,None,None,None,None,None,None,None,None,None,None,None
720,714.92,26.0,24.2,99.08,105.03,18.9,8.7,9.2,None,130.88,197.67,0.0,4513.03,-7.42,1.02,None,27.91,None,1.02,26.69,532.75,452.23,39.79,1.0,1.14,None,None,None,None,None,None,None,None,None,None,None,None,None,None
721,715.89,26.0,22.43,98.72,105.06,19.26,7.88,8.64,None,130.89,195.92,0.0,4512.99,-7.38,1.02,None,27.91,None,1.02,26.74,533.75,452.93,39.83,1.0,1.16,None,None,None,None,None,None,None,None,None,None,None,None,None,None
722,716.86,26.0,22.23,100.01,104.11,17.97,7.4,7.83,None,130.87,195.27,0.0,4512.82,-7.55,1.02,None,27.91,None,1.02,26.78,534.75,453.64,39.87,1.0,1.14,None,None,None,None,None,None,None,None,None,None,None,None,None,None
723,717.82,26.0,15.59,106.6,113.34,11.38,10.21,18.24,None,205.54,185.9,0.0,4512.54,-7.48,1.02,None,27.9,None,1.02,26.85,535.76,455.26,39.94,1.0,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None
724,718.79,26.0,30.24,102.6,109.23,15.38,15.89,20.41,None,220.26,196.24,0.0,4512.61,-7.6,1.02,None,27.9,None,1.02,26.88,536.77,456.15,39.97,1.0,1.15,None,None,None,None,None,None,None,None,None,None,None,None,None,None
725,719.76,26.0,30.3,102.83,107.61,15.15,15.5,19.57,None,220.36,196.44,0.0,4513.05,-7.62,1.02,None,27.89,None,1.02,26.91,537.75,457.02,40.0,1.0,1.15,None,None,None,None,None,None,None,None,None,None,None,None,None,None
726,720.72,26.0,25.68,104.74,109.59,13.24,14.32,18.29,None,204.61,160.26,0.0,3948.33,-7.6,1.02,None,27.89,None,1.02,26.95,538.76,457.99,40.04,1.0,1.13,None,None,None,None,None,None,None,None,None,None,None,None,None,None
727,721.69,26.0,17.29,105.54,112.03,12.44,14.13,19.23,None,178.82,109.5,0.0,3080.59,-7.49,1.02,None,27.89,None,1.02,27.01,539.75,459.23,40.09,1.0,1.17,None,None,None,None,None,None,None,None,None,None,None,None,None,None
728,722.66,26.0,20.69,103.83,108.95,14.15,14.58,20.3,None,206.15,165.74,0.0,4040.36,-7.55,1.02,None,27.88,None,1.02,27.06,540.76,460.46,40.14,1.0,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None
729,723.62,26.0,24.99,103.1,106.96,14.88,15.8,19.44,None,220.35,192.59,0.0,4511.77,-7.4,1.02,None,27.87,None,1.02,27.1,541.76,461.53,40.18,1.0,1.19,None,None,None,None,None,None,None,None,None,None,None,None,None,None
730,724.59,26.0,25.23,103.37,106.99,14.61,15.72,18.48,None,220.36,193.23,0.0,4512.59,-7.41,1.02,None,27.87,None,1.02,27.14,542.76,462.58,40.22,1.0,1.18,None,None,None,None,None,None,None,None,None,None,None,None,None,None
731,725.56,26.0,27.58,103.21,105.73,14.77,15.7,20.46,None,220.32,195.75,0.0,4512.31,-7.37,1.02,None,27.86,None,1.02,27.18,543.75,463.55,40.25,1.0,1.16,None,None,None,None,None,None,None,None,None,None,None,None,None,None
732,726.52,26.0,29.87,103.15,105.4,14.83,16.4,20.42,None,220.36,196.74,0.0,4512.26,-7.39,1.02,None,27.86,None,1.02,27.21,544.75,464.44,40.29,1.0,1.14,None,None,None,None,None,None,None,None,None,None,None,None,None,None
733,727.49,26.0,28.77,101.98,105.4,16.0,16.73,22.01,None,220.34,193.08,0.0,4512.35,-7.49,1.02,None,27.86,None,1.02,27.24,545.75,465.37,40.32,1.0,1.17,None,None,None,None,None,None,None,None,None,None,None,None,None,None
734,728.46,26.0,26.32,102.14,104.58,15.84,16.27,19.65,None,220.4,191.5,0.0,4512.41,-7.48,1.02,None,27.86,None,1.02,27.28,546.75,466.39,40.36,1.0,1.19,None,None,None,None,None,None,None,None,None,None,None,None,None,None
735,729.42,26.0,25.06,102.54,105.79,15.44,16.5,19.78,None,220.35,191.22,0.0,4512.75,-7.24,1.02,None,27.86,None,1.02,27.32,547.76,467.47,40.4,1.0,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None
736,730.39,26.0,25.22,102.52,105.96,15.46,15.85,19.07,None,220.28,191.11,0.0,4512.6,-7.11,1.02,None,27.86,None,1.02,27.36,548.75,468.51,40.44,1.0,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None
737,731.35,26.0,28.4,102.67,107.1,15.31,16.25,21.45,None,220.36,192.13,0.0,4512.58,-7.56,1.02,None,27.85,None,1.02,27.4,549.75,469.45,40.47,1.0,1.17,None,None,None,None,None,None,None,None,None,None,None,None,None,None
738,732.32,26.0,35.26,104.95,110.26,13.02,14.71,20.71,None,220.39,190.43,0.0,4512.44,-7.4,1.02,None,27.85,None,1.02,27.42,550.76,470.22,40.5,1.0,1.07,None,None,None,None,None,None,None,None,None,None,None,None,None,None
739,733.29,26.0,36.32,106.55,110.63,11.43,14.19,20.56,None,216.15,176.8,0.0,4358.17,-7.15,1.02,None,27.85,None,1.02,27.45,551.77,470.95,40.53,1.0,1.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None
740,734.25,26.0,36.79,105.81,110.35,12.17,15.23,22.06,None,204.31,158.1,0.0,3961.79,-7.17,1.02,None,27.84,None,1.02,27.48,552.75,471.61,40.55,1.0,1.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None
741,735.22,26.0,34.27,103.04,106.4,14.94,18.32,22.42,None,204.39,168.3,0.0,3961.56,-7.49,1.02,None,27.84,None,1.02,27.51,553.75,472.34,40.58,1.0,1.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None
742,736.19,26.0,9.86,107.69,119.16,10.84,7.13,26.48,None,161.86,148.82,0.0,3969.14,-7.32,1.02,None,27.83,None,1.02,27.61,554.75,475.91,40.84,1.0,1.24,None,None,None,None,None,None,None,None,None,None,None,None,None,None
743,737.15,26.0,23.48,101.75,104.28,17.83,1.02,1.67,None,130.91,186.58,0.0,4512.23,-7.27,1.02,None,27.82,None,1.02,27.65,555.75,476.58,40.88,1.0,1.13,None,None,None,None,None,None,None,None,None,None,None,None,None,None
744,738.12,26.0,27.17,101.16,103.19,18.41,0.79,4.87,None,130.93,189.13,0.0,4512.77,-7.24,1.02,None,27.83,None,1.02,27.69,556.75,477.16,40.92,1.0,1.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None
745,739.09,26.0,22.21,100.51,104.53,19.07,3.17,7.68,None,130.86,189.05,0.0,4512.3,-7.16,1.02,None,27.83,None,1.02,27.73,557.75,477.88,40.96,1.0,1.16,None,None,None,None,None,None,None,None,None,None,None,None,None,None
746,740.05,26.0,20.74,103.21,107.52,16.37,7.56,9.02,None,130.91,189.5,0.0,4513.02,-7.18,1.02,None,27.83,None,1.02,27.78,558.75,478.64,41.01,1.0,1.13,None,None,None,None,None,None,None,None,None,None,None,None,None,None
747,741.02,26.0,24.57,101.62,105.28,17.96,3.81,6.03,None,130.92,187.3,0.0,4512.65,-7.19,1.02,None,27.84,None,1.02,27.82,559.75,479.29,41.04,1.0,1.12,None,None,None,None,None,None,None,None,None,None,None,None,None,None
748,741.99,26.0,25.11,101.34,104.03,18.24,2.88,5.73,None,130.9,186.79,0.0,4512.96,-7.14,1.02,None,27.84,None,1.02,27.86,560.75,479.91,41.08,1.0,1.12,None,None,None,None,None,None,None,None,None,None,None,None,None,None
749,742.95,26.0,25.27,101.16,103.8,18.42,5.26,6.57,None,130.91,186.04,0.0,4512.81,-7.16,1.02,None,27.84,None,1.02,27.9,561.75,480.54,41.12,1.0,1.12,None,None,None,None,None,None,None,None,None,None,None,None,None,None
750,743.92,26.0,18.62,100.3,103.49,19.28,0.86,3.84,None,130.94,185.04,0.0,4512.82,-7.25,1.02,None,27.84,None,1.02,27.96,562.75,481.39,41.17,1.0,1.21,None,None,None,None,None,None,None,None,None,None,None,None,None,None
751,744.87,26.0,17.49,99.91,102.77,19.67,2.33,4.68,None,130.89,184.18,0.0,4512.83,-6.83,1.02,None,27.84,None,1.02,28.01,563.75,482.29,41.23,1.0,1.23,None,None,None,None,None,None,None,None,None,None,None,None,None,None
752,745.83,26.0,27.24,103.22,108.17,16.36,2.53,5.94,None,130.9,187.21,0.0,4512.85,-6.05,1.02,None,27.84,None,1.02,28.05,564.75,482.87,41.27,1.0,1.07,None,None,None,None,None,None,None,None,None,None,None,None,None,None
753,746.79,26.0,35.93,102.81,106.46,16.77,7.36,10.31,None,130.99,193.92,0.0,4512.03,-6.15,1.02,None,27.84,None,1.02,28.08,565.75,483.31,41.29,1.0,1.01,None,None,None,None,None,None,None,None,None,None,None,None,None,None
754,747.75,26.0,40.53,102.95,104.03,16.62,6.43,7.21,None,130.96,191.19,0.0,4513.47,-6.15,1.02,None,27.84,None,1.02,28.1,566.76,483.7,41.32,1.0,0.98,None,None,None,None,None,None,None,None,None,None,None,None,None,None
755,748.71,26.0,31.76,102.84,106.12,16.74,6.22,7.26,None,130.9,189.86,0.0,4512.43,-5.61,1.02,None,27.83,None,1.02,28.13,567.75,484.2,41.35,1.0,1.04,None,None,None,None,None,None,None,None,None,None,None,None,None,None
756,749.67,26.0,31.79,102.71,105.79,16.87,5.97,8.0,None,130.93,190.34,0.0,4512.92,1.0,1.02,None,27.83,None,1.02,28.17,568.76,484.7,41.38,1.0,1.04,None,None,None,None,None,None,None,None,None,None,None,None,None,None
757,750.63,26.0,27.08,101.67,105.87,17.91,5.1,5.3,None,130.88,190.4,0.0,4512.95,-5.86,1.02,None,27.81,None,1.02,28.36,573.77,487.73,41.56,1.0,1.09,None,None,None,None,None,None,None,None,None,None,None,None,None,None
758,751.59,26.0,22.8,100.2,103.94,19.38,6.11,7.95,None,130.88,190.82,0.0,4512.63,-2.4,1.02,None,27.83,None,1.02,28.25,570.75,485.98,41.46,1.0,1.16,None,None,None,None,None,None,None,None,None,None,None,None,None,None
759,752.55,26.0,26.96,100.5,104.05,19.08,5.97,6.38,None,130.89,189.63,0.0,4512.82,-5.16,1.02,None,27.82,None,1.02,28.28,571.77,486.58,41.49,1.0,1.11,None,None,None,None,None,None,None,None,None,None,None,None,None,None
760,753.51,26.0,28.08,98.64,100.05,20.93,4.87,5.11,None,130.87,189.18,0.0,4512.7,-5.8,1.02,None,27.81,None,1.02,28.32,572.76,487.14,41.53,1.0,1.13,None,None,None,None,None,None,None,None,None,None,None,None,None,None
761,754.47,26.0,27.08,101.67,105.87,17.91,5.1,5.3,None,130.88,190.4,0.0,4512.95,-5.86,1.02,None,27.81,None,1.02,28.36,573.77,487.73,41.56,1.0,1.09,None,None,None,None,None,None,None,None,None,None,None,None,None,None
762,755.43,26.0,25.96,100.64,104.95,18.94,4.62,7.97,None,130.92,190.19,0.0,4512.6,-6.12,1.02,None,27.8,None,1.02,28.39,574.75,488.32,41.6,1.0,1.12,None,None,None,None,None,None,None,None,None,None,None,None,None,None
763,756.38,26.0,29.12,105.96,116.03,13.62,9.36,17.27,None,195.56,185.86,0.0,4512.32,-6.15,1.02,None,27.79,None,1.02,28.43,575.79,489.16,41.64,1.0,1.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None
764,757.34,26.0,38.95,107.63,113.96,11.95,11.37,18.99,None,220.32,186.36,0.0,4512.91,-6.15,1.02,None,27.79,None,1.02,28.45,576.76,489.83,41.66,1.0,1.03,None,None,None,None,None,None,None,None,None,None,None,None,None,None
765,758.3,26.0,36.32,106.78,114.79,12.8,12.42,17.36,None,200.19,147.14,0.0,3789.56,-6.15,1.02,None,27.78,None,1.02,28.48,577.77,490.51,41.69,1.0,1.04,None,None,None,None,None,None,None,None,None,None,None,None,None,None
766,759.26,26.0,30.82,103.62,113.42,15.96,12.6,19.05,None,178.77,107.62,0.0,3080.79,-6.15,1.02,None,27.78,None,1.02,28.51,578.76,491.2,41.72,1.0,1.11,None,None,None,None,None,None,None,None,None,None,None,None,None,None
767,760.22,26.0,23.62,103.18,110.32,16.39,12.57,16.5,None,178.83,110.2,0.0,3080.55,-6.15,1.02,None,27.77,None,1.02,28.56,579.75,492.11,41.76,1.0,1.18,None,None,None,None,None,None,None,None,None,None,None,None,None,None
768,761.18,26.0,23.76,103.51,112.11,16.07,12.45,18.14,None,202.16,157.34,0.0,3902.78,-6.38,1.02,None,27.78,None,1.02,28.6,580.76,493.16,41.8,1.0,1.2,None,None,None,None,None,None,None,None,None,None,None,None,None,None
769,762.14,26.0,35.63,101.89,109.26,17.68,13.88,19.81,None,220.32,193.47,0.0,4512.33,-6.44,1.02,None,27.78,None,1.02,28.63,581.75,493.9,41.83,1.0,1.15,None,None,None,None,None,None,None,None,None,None,None,None,None,None
770,763.1,26.0,39.45,101.06,108.98,18.51,13.7,16.43,None,220.47,194.44,0.0,4512.4,-6.44,1.02,None,27.78,None,1.02,28.65,582.76,494.59,41.85,1.0,1.14,None,None,None,None,None,None,None,None,None,None,None,None,None,None
771,764.06,26.0,42.03,102.2,109.56,17.38,14.34,18.04,None,220.41,194.83,0.0,4512.6,-6.44,1.02,None,27.78,None,1.02,28.7,584.75,495.85,41.9,1.0,1.11,None,None,None,None,None,None,None,None,None,None,None,None,None,None
772,765.02,26.0,40.92,101.47,106.85,18.11,15.07,17.91,None,220.37,196.37,0.0,4512.44,-6.44,1.02,None,27.79,None,1.02,28.72,585.72,496.49,41.92,1.0,1.12,None,None,None,None,None,None,None,None,None,None,None,None,None,None
773,765.98,26.0,38.2,101.19,109.68,18.39,15.33,19.34,None,220.25,198.35,0.0,4512.01,-6.44,1.02,None,27.79,None,1.02,28.75,586.72,497.18,41.95,1.0,1.15,None,None,None,None,None,None,None,None,None,None,None,None,None,None
