DEPT,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFIA,MFOA,MDIA,MDOA,MTIA,MTOA,ECDT,BDTI,BDDI,BRVC,TCTI,FPPG,DXC,GASX,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,C1C2,C1C3,C1C4,C1C5,LITH,CCAL,CDOL,WLFL,WLCT
633,632.51,26.0,19.63,102.46,107.36,5.76,7.03,8.95,None,172.31,126.51,234.73,4411.62,0.0,1.03,1.02,26.0,4.06,1.03,26.72,425.26,388.69,32.13,1.16,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
634,633.51,26.0,19.74,102.34,106.79,5.88,7.17,10.36,None,172.34,126.7,239.76,4411.59,0.0,1.03,1.02,26.0,4.06,1.03,26.77,426.26,389.75,32.18,1.15,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
635,634.51,26.0,19.47,102.53,106.68,5.69,7.46,9.72,None,156.22,104.44,247.57,3864.31,0.0,1.03,1.02,26.0,4.06,1.03,26.83,427.26,390.73,32.23,1.18,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
636,635.51,26.0,17.97,101.95,105.94,6.27,8.14,11.43,None,145.56,96.16,257.79,3519.62,0.0,1.03,1.02,26.0,4.06,1.03,26.88,428.26,391.71,32.29,1.16,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
637,636.51,26.0,2.3,91.74,111.5,2.73,-3.82,52.48,None,82.94,56.49,242.73,2315.9,0.0,1.03,1.02,26.0,4.06,1.03,27.32,429.27,396.12,32.59,1.04,1.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
638,637.51,26.0,22.33,104.37,107.53,5.33,6.56,8.92,None,172.32,127.06,237.14,4410.74,0.0,1.03,1.02,26.0,4.05,1.03,27.36,430.26,397.05,32.63,1.2,0.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
639,638.51,26.0,21.41,104.3,108.07,5.4,6.45,8.34,None,172.34,127.52,241.57,4411.24,0.0,1.03,1.02,26.0,4.05,1.03,27.4,431.16,397.92,32.67,1.19,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
640,639.51,26.0,20.98,104.2,107.38,5.5,6.65,8.87,None,172.33,127.06,244.14,4411.26,0.0,1.03,1.02,26.0,4.05,1.03,27.45,432.16,398.92,32.72,1.18,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
641,640.51,26.0,21.4,104.4,107.92,5.3,6.5,8.58,None,172.34,126.73,234.33,4411.48,0.0,1.03,1.02,26.0,4.05,1.03,27.5,433.16,399.9,32.77,1.19,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
642,641.51,26.0,21.29,104.09,107.61,5.61,6.71,8.65,None,172.32,126.7,225.24,4411.62,0.0,1.03,1.02,26.0,4.05,1.03,27.55,434.17,400.89,32.81,1.18,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
643,642.51,26.0,21.73,103.82,107.38,5.89,7.36,12.32,None,172.35,127.04,228.86,4411.96,0.0,1.03,1.02,26.0,4.05,1.03,27.59,435.17,401.85,32.86,1.18,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
644,643.51,26.0,22.81,103.74,107.07,5.96,7.23,9.99,None,172.36,127.17,233.13,4412.57,0.0,1.03,1.02,26.0,4.05,1.03,27.64,436.16,402.76,32.9,1.18,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
645,644.51,26.0,21.99,103.74,106.69,5.96,7.23,9.59,None,172.33,127.31,234.53,4412.88,0.0,1.03,1.02,26.0,4.05,1.03,27.68,437.16,403.71,32.95,1.18,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
646,645.51,26.0,22.12,103.88,107.12,5.82,7.2,9.01,None,172.37,127.1,224.1,4413.15,0.0,1.03,1.02,26.0,4.04,1.03,27.73,438.17,404.66,32.99,1.18,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
647,646.51,26.0,21.86,104.24,107.04,5.46,6.95,8.81,None,172.34,127.48,216.61,4412.7,0.0,1.03,1.02,26.0,4.04,1.03,27.77,439.16,405.61,33.04,1.19,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
648,647.51,26.0,22.11,104.02,107.76,5.68,7.06,8.85,None,172.4,128.07,220.74,4413.43,0.0,1.03,1.02,26.0,4.04,1.03,27.82,440.17,406.56,33.08,1.19,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
649,648.51,26.0,22.38,103.92,108.16,5.78,7.04,9.39,None,172.36,128.67,225.38,4412.85,0.0,1.03,1.02,26.0,4.04,1.03,27.86,441.16,407.49,33.13,1.19,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
650,649.51,26.0,22.67,103.93,106.92,5.77,7.2,9.27,None,172.35,127.39,234.03,4412.83,0.0,1.03,1.02,26.0,4.04,1.03,27.91,442.16,408.41,33.17,1.19,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
651,650.51,26.0,18.56,102.82,106.24,6.88,7.77,10.24,None,158.75,115.89,241.76,3950.65,0.0,1.03,1.02,26.0,4.04,1.03,27.96,443.16,409.44,33.22,1.13,1.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
652,651.51,26.0,19.02,103.38,107.33,6.32,7.65,9.85,None,149.11,96.39,232.27,3644.91,0.0,1.03,1.02,26.0,4.04,1.03,28.01,444.17,410.4,33.28,1.17,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
653,652.51,26.0,21.09,104.1,107.17,5.6,7.1,9.14,None,170.6,125.06,219.18,4357.19,0.0,1.03,1.02,26.0,4.04,1.03,28.07,445.36,411.57,33.33,1.19,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
654,653.51,26.0,20.61,104.01,107.05,5.69,6.92,9.46,None,172.33,127.47,206.92,4411.66,0.0,1.03,1.02,26.0,4.03,1.03,28.12,446.37,412.59,33.38,1.18,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
655,654.51,26.0,19.81,103.89,106.94,5.81,7.05,8.78,None,172.37,127.53,209.23,4412.1,0.0,1.03,1.02,26.0,4.03,1.03,28.17,447.37,413.65,33.43,1.17,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
656,655.51,26.0,20.08,104.11,107.4,5.6,6.57,8.16,None,172.34,127.52,214.5,4411.57,0.0,1.03,1.02,26.0,4.03,1.03,28.22,448.36,414.68,33.48,1.18,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
657,656.51,26.0,19.45,104.28,107.28,5.42,6.61,8.36,None,172.36,127.54,219.7,4411.51,0.0,1.03,1.02,26.0,4.03,1.03,28.27,449.36,415.76,33.53,1.18,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
658,657.51,26.0,19.28,104.26,107.28,5.44,6.39,8.8,None,172.31,127.12,224.9,4410.75,0.0,1.03,1.02,26.0,4.03,1.03,28.32,450.36,416.84,33.58,1.18,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
659,658.51,26.0,19.19,104.02,107.4,5.68,6.75,8.8,None,172.25,127.16,230.25,4410.07,0.0,1.03,1.02,26.0,4.03,1.03,28.37,451.36,417.93,33.63,1.17,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
660,659.51,26.0,20.83,104.6,107.63,5.11,6.56,8.49,None,172.27,127.28,235.34,4410.58,0.0,1.03,1.02,26.0,4.03,1.03,28.42,452.37,418.94,33.68,1.2,0.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
661,660.51,26.0,20.36,104.31,107.51,5.39,6.33,8.22,None,172.28,127.11,240.29,4410.51,0.0,1.03,1.02,26.0,4.03,1.03,28.47,453.36,419.96,33.73,1.19,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
662,661.51,26.0,20.58,104.59,107.69,5.11,6.2,8.19,None,172.33,127.0,242.69,4410.64,0.0,1.03,1.02,26.0,4.03,1.03,28.52,454.36,420.97,33.78,1.2,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
663,662.51,26.0,19.52,104.26,107.28,5.44,6.38,8.36,None,172.32,127.21,232.39,4410.61,0.0,1.03,1.02,26.0,4.03,1.03,28.57,455.36,422.04,33.83,1.18,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
664,663.51,26.0,20.68,104.59,108.0,5.11,6.5,8.41,None,172.29,127.43,219.5,4410.64,0.0,1.03,1.02,26.0,4.03,1.03,28.62,456.36,423.05,33.88,1.2,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
665,664.51,26.0,18.52,104.01,107.69,5.69,6.75,8.71,None,162.26,112.74,219.33,4067.7,0.03,1.03,1.02,26.0,4.03,1.03,28.67,457.36,424.11,33.93,1.17,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
666,665.51,26.0,16.82,103.55,106.79,6.16,7.47,10.4,None,146.93,97.47,236.1,3564.79,0.07,1.03,1.02,26.0,4.03,1.03,28.74,458.56,425.38,34.0,1.16,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
667,666.51,26.0,19.11,103.93,107.04,5.77,7.29,9.57,None,168.09,123.18,241.22,4278.72,0.06,1.03,1.02,26.0,4.02,1.03,28.8,459.56,426.45,34.05,1.17,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
668,667.51,26.0,19.36,104.35,107.79,5.35,7.17,9.32,None,172.28,127.48,229.6,4410.78,0.32,1.03,1.02,26.0,4.02,1.03,28.85,460.56,427.53,34.1,1.19,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
669,668.51,26.0,18.22,104.3,107.38,5.4,7.11,9.44,None,172.33,126.69,216.81,4410.91,0.33,1.03,1.02,26.0,4.02,1.03,28.9,461.57,428.69,34.16,1.17,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
670,669.51,26.0,20.11,104.63,107.36,5.07,6.94,8.96,None,172.32,126.35,217.6,4411.32,0.33,1.03,1.02,26.0,4.02,1.03,28.95,462.58,429.73,34.21,1.2,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
671,670.51,26.0,18.43,103.94,107.0,5.76,6.79,8.61,None,172.3,127.29,221.87,4410.97,0.34,1.03,1.02,26.0,4.02,1.03,29.01,463.56,430.85,34.26,1.16,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
672,671.51,26.0,17.63,103.66,106.76,6.05,6.96,9.47,None,172.29,127.96,226.47,4411.05,0.33,1.03,1.02,26.0,4.02,1.03,29.06,464.56,432.03,34.32,1.14,1.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
673,672.51,26.0,20.23,104.3,107.12,5.41,7.01,8.82,None,172.29,127.77,231.05,4411.14,0.33,1.03,1.02,26.0,4.02,1.03,29.11,465.56,433.06,34.37,1.19,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
674,673.51,26.0,22.43,104.47,107.09,5.23,6.77,8.83,None,172.31,126.46,235.21,4411.04,0.34,1.03,1.02,26.0,4.02,1.03,29.16,466.57,434.0,34.41,1.22,0.94,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
675,674.51,26.0,18.67,104.49,107.54,5.21,6.92,8.91,None,172.29,127.26,230.39,4410.96,0.33,1.03,1.02,26.0,4.02,1.03,29.21,467.56,435.12,34.46,1.19,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
676,675.51,26.0,19.11,104.9,107.87,4.8,6.75,8.64,None,172.28,127.36,217.64,4411.38,0.35,1.03,1.02,26.0,4.02,1.03,29.26,468.56,436.21,34.51,1.21,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
677,676.51,26.0,12.74,105.08,110.44,4.97,5.65,9.18,None,159.62,109.12,222.7,3988.09,0.4,1.03,1.02,26.0,4.02,1.03,29.34,469.56,439.36,34.95,1.14,1.03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
678,677.51,26.0,21.85,105.13,108.72,6.06,6.64,9.15,None,172.3,127.25,212.41,4410.8,0.64,1.03,1.02,26.0,4.02,1.03,29.39,470.56,440.31,35.0,1.19,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
679,678.51,26.0,24.96,105.38,108.83,5.8,6.52,8.52,None,172.3,126.99,216.01,4410.33,0.59,1.03,1.02,26.0,4.02,1.03,29.42,471.35,440.97,35.03,1.23,0.94,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
680,679.51,26.0,20.02,104.73,108.93,6.45,6.95,8.85,None,172.26,127.53,219.79,4409.8,0.65,1.03,1.02,26.0,4.02,1.03,29.47,472.36,442.02,35.08,1.16,1.01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
681,680.51,26.0,27.36,107.02,109.75,4.16,5.7,8.26,None,172.28,125.68,223.52,4409.76,0.66,1.03,1.02,26.0,4.02,1.03,29.5,473.36,442.79,35.11,1.16,0.87,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
682,681.51,26.0,31.27,107.67,109.36,3.51,5.49,7.71,None,172.26,125.55,226.55,4409.54,0.62,1.03,1.02,26.0,4.02,1.03,29.54,474.35,443.45,35.15,1.16,0.82,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
683,682.51,26.0,31.74,108.09,109.46,3.09,4.91,8.39,None,172.27,124.38,229.31,4410.26,0.57,1.03,1.02,26.0,4.02,1.03,29.57,475.36,444.11,35.18,1.16,0.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
684,683.51,26.0,28.12,107.9,110.32,3.29,4.84,8.47,None,172.37,125.15,232.16,4410.15,0.42,1.03,1.02,26.0,4.02,1.03,29.6,476.35,444.85,35.21,1.16,0.83,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
685,684.51,26.0,28.25,106.94,109.49,4.24,6.14,8.74,None,172.27,126.01,235.29,4410.35,0.44,1.03,1.02,26.0,4.02,1.03,29.64,477.34,445.59,35.25,1.16,0.87,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
686,685.51,26.0,21.92,106.18,109.55,5.01,6.07,8.2,None,172.31,126.82,238.28,4410.3,0.55,1.03,1.02,26.0,4.02,1.03,29.68,478.34,446.54,35.29,1.23,0.94,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
687,686.51,26.0,20.29,105.89,110.14,5.29,6.04,7.86,None,172.27,126.58,230.84,4410.48,0.51,1.03,1.02,26.0,4.02,1.03,29.73,479.35,447.57,35.34,1.21,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
688,687.51,26.0,18.86,105.35,108.83,5.83,6.49,8.7,None,172.27,127.23,221.38,4410.07,0.45,1.03,1.02,26.0,4.02,1.03,29.79,480.35,448.69,35.39,1.17,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
689,688.51,26.0,20.21,106.06,109.29,5.12,6.35,8.22,None,172.28,126.79,224.84,4410.5,0.66,1.03,1.02,26.0,4.02,1.03,29.84,481.35,449.72,35.44,1.21,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
690,689.51,26.0,20.43,105.77,108.82,5.41,6.12,8.11,None,172.26,126.9,228.89,4411.08,0.59,1.03,1.02,26.0,4.02,1.03,29.89,482.35,450.74,35.49,1.2,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
691,690.51,26.0,27.72,106.72,109.7,4.46,6.04,8.16,None,172.3,126.49,232.75,4410.53,0.37,1.03,1.02,26.0,4.02,1.03,29.92,483.35,451.5,35.53,1.2,0.88,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
692,691.51,26.0,25.87,106.65,109.31,4.53,6.25,8.24,None,158.71,106.49,236.58,3945.96,0.48,1.03,1.02,26.0,4.02,1.03,29.96,484.36,452.24,35.56,1.2,0.88,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
693,692.51,26.0,26.04,107.25,110.98,3.93,6.44,9.09,None,146.97,91.08,242.46,3564.84,0.58,1.03,1.02,26.0,4.02,1.03,30.0,485.34,452.92,35.6,1.2,0.84,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
694,693.51,26.0,30.57,108.67,110.37,2.51,4.94,8.33,None,146.92,94.25,239.9,3564.55,0.56,1.03,1.02,26.0,4.02,1.03,30.03,486.34,453.5,35.63,1.2,0.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
695,694.51,26.0,20.43,106.57,110.22,4.61,6.07,7.74,None,161.29,115.2,230.73,4053.09,0.53,1.03,1.02,26.0,4.02,1.03,30.08,487.35,454.46,35.68,1.25,0.93,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
696,695.51,26.0,18.46,105.85,109.93,5.34,6.58,9.01,None,172.29,127.77,223.55,4410.77,0.33,1.03,1.02,26.0,4.02,1.03,30.13,488.36,455.6,35.74,1.19,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
697,696.51,26.0,18.06,106.05,109.67,5.13,6.83,9.62,None,172.29,126.9,228.09,4410.72,0.33,1.03,1.02,26.0,4.02,1.03,30.19,489.34,456.74,35.79,1.19,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
698,697.51,26.0,18.54,106.28,109.62,4.9,6.6,8.89,None,172.34,127.57,232.9,4410.97,0.33,1.03,1.02,26.0,4.02,1.03,30.24,490.36,457.89,35.84,1.21,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
699,698.51,26.0,18.86,106.06,109.39,5.12,5.96,9.23,None,172.3,127.5,236.96,4410.83,0.33,1.03,1.02,26.0,4.02,1.03,30.3,491.34,458.98,35.9,1.2,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
700,699.51,26.0,21.82,106.74,109.39,4.44,5.69,8.47,None,172.3,126.77,229.52,4410.64,0.33,1.03,1.02,26.0,4.02,1.03,30.34,492.35,459.94,35.94,1.26,0.92,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
701,700.51,26.0,21.44,106.68,109.44,4.5,5.61,8.09,None,172.29,127.19,217.47,4411.01,0.33,1.03,1.02,26.0,4.01,1.03,30.39,493.35,460.92,35.99,1.25,0.93,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
702,701.51,26.0,19.81,106.8,109.57,4.38,5.8,8.28,None,172.31,127.0,213.61,4411.24,0.33,1.03,1.02,26.0,4.01,1.03,30.44,494.34,461.96,36.04,1.24,0.94,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
703,702.51,26.0,21.73,106.77,109.86,4.41,5.54,8.56,None,172.34,127.34,217.76,4411.22,0.33,1.03,1.02,26.0,4.01,1.03,30.48,495.35,462.92,36.08,1.26,0.92,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
704,703.51,26.0,19.16,106.56,109.15,4.63,5.74,7.79,None,172.27,127.58,221.79,4411.23,0.33,1.03,1.02,26.0,4.01,1.03,30.54,496.35,464.01,36.13,1.23,0.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
705,704.51,26.0,17.91,105.82,109.54,5.36,6.7,10.01,None,151.21,98.96,232.74,3700.36,0.33,1.03,1.02,26.0,4.01,1.03,30.59,497.36,465.05,36.19,1.21,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
706,705.51,26.0,16.44,105.19,108.95,5.99,7.4,9.63,None,167.36,129.25,235.78,4254.65,0.33,1.03,1.02,26.0,4.01,1.03,30.65,498.35,466.27,36.25,1.16,1.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
707,706.51,26.0,18.1,106.09,109.13,5.1,6.44,8.37,None,172.27,128.15,221.12,4410.77,0.33,1.03,1.02,26.0,4.01,1.03,30.71,499.34,467.42,36.31,1.2,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
708,707.51,26.0,18.4,106.11,109.36,5.08,6.13,8.43,None,172.31,127.73,215.13,4411.39,0.33,1.03,1.02,26.0,4.01,1.03,30.76,500.35,468.57,36.36,1.21,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
709,708.51,26.0,18.2,106.36,109.36,4.83,6.17,8.44,None,172.28,127.69,219.85,4411.01,0.2,1.03,1.02,26.0,4.01,1.03,30.82,501.35,469.71,36.41,1.21,0.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
710,709.51,26.0,17.06,105.98,109.05,5.2,6.27,8.08,None,172.31,128.46,224.48,4411.37,0.02,1.03,1.02,26.0,4.01,1.03,30.88,502.35,470.94,36.47,1.19,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
711,710.51,26.0,16.39,105.6,108.39,5.58,6.6,8.99,None,172.3,128.59,229.63,4411.01,0.1,1.03,1.02,26.0,4.01,1.03,30.94,503.34,472.21,36.53,1.17,1.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
712,711.51,26.0,14.8,105.14,108.36,6.04,6.56,9.96,None,172.32,127.31,235.17,4411.38,0.0,1.03,1.02,26.0,4.01,1.03,31.0,504.34,473.62,36.6,1.13,1.05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
713,712.51,26.0,15.59,105.42,108.31,5.76,6.66,8.66,None,172.33,127.57,231.36,4411.44,0.06,1.03,1.02,26.0,4.01,1.03,31.07,505.34,474.95,36.66,1.15,1.03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
714,713.51,26.0,16.68,105.56,108.85,5.63,6.66,9.1,None,172.31,127.44,215.98,4411.66,0.05,1.03,1.02,26.0,4.01,1.03,31.13,506.35,476.22,36.72,1.17,1.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
715,714.51,26.0,15.64,105.57,110.16,5.61,6.8,8.73,None,172.32,127.79,215.7,4411.31,0.0,1.03,1.02,26.0,4.01,1.03,31.19,507.34,477.54,36.79,1.16,1.03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
716,715.51,26.0,16.76,105.67,108.92,5.52,6.93,9.4,None,159.0,109.33,224.89,3959.4,0.0,1.03,1.02,26.0,4.01,1.03,31.25,508.35,478.7,36.85,1.19,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
717,716.51,26.0,14.49,104.8,108.05,6.38,7.7,9.91,None,155.52,112.17,236.95,3858.7,0.0,1.03,1.02,26.0,4.01,1.03,31.32,509.34,480.0,36.92,1.14,1.05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
718,717.51,26.0,15.58,106.87,110.4,5.4,6.11,8.63,None,172.31,127.95,221.3,4410.5,0.0,1.03,1.02,26.0,4.01,1.03,31.39,510.35,484.74,37.32,1.17,1.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
719,718.51,26.0,19.92,106.42,109.99,6.25,6.66,8.54,None,172.3,129.19,221.95,4410.34,0.0,1.03,1.02,26.0,4.01,1.03,31.44,511.36,485.79,37.37,1.19,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
720,719.51,26.0,20.19,106.65,109.86,6.01,6.66,8.74,None,172.28,128.98,225.95,4409.62,0.02,1.03,1.02,26.0,4.01,1.03,31.49,512.34,486.81,37.42,1.2,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
721,720.51,26.0,20.05,106.73,109.88,5.94,6.87,9.71,None,172.27,128.87,229.85,4409.67,0.03,1.03,1.02,26.0,4.01,1.03,31.53,513.35,487.86,37.47,1.2,0.99,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
722,721.51,26.0,19.84,106.5,110.29,6.16,7.11,8.99,None,172.3,129.57,233.84,4410.25,0.03,1.03,1.02,26.0,4.01,1.03,31.59,514.35,488.91,37.52,1.19,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
