DEPT,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFIA,MFOA,MDIA,MDOA,MTIA,MTOA,ECDT,BDTI,BDDI,BRVC,TCTI,FPPG,DXC,GASX,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,C1C2,C1C3,C1C4,C1C5,LITH,CCAL,CDOL,WLFL,WLCT
167,167.0,36.0,13.69,92.87,96.38,1.36,5.52,11.87,None,79.99,82.12,76.93,4455.8,0.0,1.03,1.01,12.25,4.32,1.03,4.52,28.08,11.28,4.04,1.07,0.76,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
168,168.0,36.0,6.25,92.83,96.14,1.55,4.46,12.89,None,81.19,67.81,78.09,4065.67,0.0,1.03,1.01,12.25,4.32,1.03,4.68,29.08,13.67,4.43,1.03,0.9,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
169,169.0,36.0,17.43,93.76,95.9,1.94,4.73,8.31,None,89.94,82.11,75.79,4456.8,0.0,1.03,1.01,12.25,4.32,1.03,4.74,30.07,14.29,4.49,1.04,0.78,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
170,170.0,36.0,20.21,93.47,95.53,2.01,5.04,8.67,None,90.05,82.06,78.34,4456.44,0.0,1.03,1.01,12.25,4.32,1.03,4.79,31.07,14.83,4.54,1.07,0.76,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
171,171.0,36.0,18.46,93.17,96.92,2.31,5.2,10.2,None,90.03,82.22,80.03,4456.52,0.0,1.03,1.01,12.25,4.32,1.03,4.84,32.07,15.42,4.59,1.03,0.79,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
172,172.0,36.0,17.89,93.1,95.71,2.38,5.09,9.47,None,89.93,82.04,70.76,4456.57,0.0,1.03,1.01,12.25,4.32,1.03,4.9,33.07,16.04,4.65,1.03,0.8,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
173,173.0,36.0,18.81,93.69,96.55,1.79,4.34,9.46,None,89.98,82.03,68.56,4456.56,0.0,1.03,1.01,12.25,4.32,1.03,4.95,34.07,16.62,4.7,1.07,0.76,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
174,174.0,36.0,17.52,93.56,96.19,1.92,5.74,9.78,None,89.94,81.98,71.01,4456.98,0.0,1.03,1.01,12.25,4.32,1.03,5.01,35.07,17.24,4.76,1.04,0.78,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
175,175.0,36.0,17.05,93.08,96.07,2.4,6.2,12.28,None,90.07,82.23,73.51,4456.81,0.0,1.03,1.01,12.25,4.32,1.03,5.07,36.07,17.88,4.82,1.03,0.81,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
176,176.0,36.0,18.01,93.71,98.57,1.77,5.38,12.04,None,90.01,82.52,76.22,4456.74,0.0,1.03,1.01,12.25,4.32,1.03,5.12,37.07,18.49,4.87,1.07,0.76,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
177,177.0,36.0,19.2,93.96,97.04,1.94,4.82,9.26,None,90.0,71.97,78.75,4126.58,0.0,1.03,1.01,12.25,4.32,1.03,5.18,38.07,19.06,4.92,1.07,0.76,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
178,178.0,36.0,15.02,94.1,96.86,1.38,4.52,10.56,None,90.01,80.75,83.37,4376.92,0.0,1.03,1.01,12.25,4.32,1.03,5.24,39.08,19.79,4.99,1.07,0.76,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
179,179.0,36.0,2.97,94.31,97.05,1.17,2.17,14.33,None,58.19,71.2,65.88,3933.92,0.0,1.03,1.01,12.25,4.32,1.03,5.58,40.08,22.19,5.3,1.03,0.93,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
180,180.0,36.0,14.92,93.59,97.56,1.89,4.94,10.16,None,90.01,81.56,72.02,4455.87,0.0,1.03,1.01,12.25,4.32,1.03,5.65,41.08,22.91,5.36,1.03,0.8,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
181,181.0,36.0,16.87,92.79,96.67,2.69,5.84,14.52,None,90.0,81.89,74.68,4455.84,0.0,1.03,1.01,12.25,4.32,1.03,5.71,42.07,23.56,5.42,1.03,0.83,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
182,182.0,36.0,15.71,92.65,96.16,2.83,6.5,13.01,None,89.98,81.74,77.39,4455.77,0.0,1.03,1.01,12.25,4.32,1.03,5.77,43.08,24.26,5.48,1.03,0.85,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
183,183.0,36.0,14.94,92.34,97.01,3.15,6.52,14.39,None,90.05,81.72,79.79,4455.79,0.0,1.03,1.01,12.25,4.32,1.03,5.84,44.08,24.99,5.55,1.03,0.88,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
184,184.0,36.0,14.88,92.19,97.71,3.29,6.82,12.45,None,90.01,81.86,65.58,4455.79,0.0,1.03,1.01,12.25,4.32,1.03,5.96,45.79,26.25,5.66,1.03,0.89,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
185,185.0,36.0,14.99,92.16,98.37,3.32,7.58,16.87,None,90.06,81.68,64.68,4455.79,0.0,1.03,1.01,12.25,4.32,1.03,6.02,46.79,26.97,5.73,1.03,0.89,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
186,186.0,36.0,11.33,91.36,100.3,4.12,7.7,18.75,None,89.94,83.77,78.31,4455.8,0.0,1.03,1.01,12.25,4.32,1.03,6.11,47.79,27.93,5.82,1.03,0.98,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
187,187.0,36.0,14.31,92.43,97.31,3.06,6.2,12.58,None,89.96,81.81,66.51,4455.77,0.0,1.03,1.01,12.25,4.32,1.03,6.18,48.79,28.7,5.89,1.03,0.88,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
188,188.0,36.0,5.05,94.17,100.89,1.32,3.36,12.17,None,46.76,63.59,75.31,3676.82,0.0,1.03,1.01,12.25,4.32,1.03,6.38,49.78,29.81,6.06,1.03,0.83,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
189,189.0,36.0,15.53,93.64,98.26,1.87,6.1,14.05,None,89.95,79.76,65.55,4456.45,0.0,1.03,1.01,12.25,4.32,1.03,6.44,50.78,30.52,6.13,1.03,0.79,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
190,190.0,36.0,13.21,92.29,97.98,3.19,7.84,19.46,None,90.03,80.01,66.34,4455.83,0.0,1.03,1.01,12.25,4.32,1.03,6.52,51.79,31.35,6.2,1.03,0.9,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
191,191.0,36.0,13.94,92.64,98.65,2.85,6.74,14.83,None,89.96,79.92,69.48,4455.79,0.0,1.03,1.01,12.25,4.32,1.03,6.59,52.79,32.13,6.27,1.03,0.88,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
192,192.0,36.0,15.16,92.84,97.22,2.64,6.82,14.14,None,89.96,79.65,72.51,4455.77,0.0,1.03,1.01,12.25,4.32,1.03,6.65,53.79,32.85,6.34,1.03,0.85,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
193,193.0,36.0,14.68,92.93,97.35,2.55,7.11,13.23,None,90.07,79.73,75.41,4455.77,0.0,1.03,1.01,12.25,4.32,1.03,6.72,54.78,33.59,6.4,1.03,0.85,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
194,194.0,36.0,12.35,91.87,97.5,3.61,7.92,23.9,None,89.94,79.58,78.71,4455.77,0.0,1.03,1.01,12.25,4.32,1.03,6.8,55.79,34.49,6.49,1.03,0.94,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
195,195.0,36.0,13.34,92.83,97.89,2.65,7.25,16.71,None,90.05,79.74,71.96,4455.77,0.0,1.03,1.01,12.25,4.32,1.03,6.88,56.78,35.3,6.56,1.03,0.87,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
196,196.0,36.0,14.66,93.13,99.04,2.36,6.36,12.46,None,89.99,80.82,75.65,4455.77,0.0,1.03,1.01,12.25,4.32,1.03,6.95,57.79,36.05,6.63,1.03,0.84,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
197,197.0,36.0,14.28,93.0,97.05,2.48,5.95,14.72,None,89.95,80.78,74.55,4455.77,0.0,1.03,1.01,12.25,4.32,1.03,7.04,59.14,37.08,6.72,1.03,0.85,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
198,198.0,36.0,3.78,94.63,101.45,0.88,1.77,9.8,None,44.31,65.91,72.32,3697.64,0.0,1.03,1.01,12.25,4.32,1.03,7.3,60.13,38.49,6.94,1.03,0.81,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
199,199.0,36.0,16.66,94.03,97.95,1.45,4.86,10.15,None,90.02,81.89,74.23,4450.55,0.0,1.03,1.01,12.25,4.32,1.03,7.36,61.13,39.15,7.0,1.1,0.75,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
200,200.0,36.0,14.58,93.46,97.46,2.02,5.09,9.99,None,90.0,82.32,77.0,4456.14,0.0,1.03,1.01,12.25,4.32,1.03,7.43,62.14,39.9,7.07,1.03,0.82,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
201,201.0,36.0,15.6,93.48,99.83,2.0,5.07,10.59,None,89.97,98.86,79.29,4883.0,0.0,1.03,1.01,12.25,4.32,1.03,7.5,63.13,40.6,7.13,1.03,0.8,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
202,202.0,36.0,12.35,92.68,98.1,2.8,5.93,12.18,None,89.98,103.79,80.12,5007.98,0.0,1.03,1.01,12.25,4.32,1.03,7.58,64.13,41.48,7.21,1.03,0.9,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
203,203.0,36.0,11.56,92.32,97.63,3.16,5.59,9.59,None,90.0,103.6,80.86,5007.99,0.0,1.03,1.01,12.25,4.32,1.03,7.66,65.14,42.44,7.3,1.03,0.93,0.0,0,0.0,0.3,0.2,0.0,0.0,0.7,0.0,None,None,None,None,None,None,None,None,None
204,204.0,26.0,11.06,82.23,89.96,3.92,3.7,10.25,None,45.01,61.43,212.37,4407.07,0.65,1.03,1.02,26.0,4.13,1.03,1.51,11.0,10.34,4.03,1.06,0.78,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
205,205.0,26.0,12.98,83.82,86.92,2.34,1.44,9.08,None,44.95,61.55,221.13,4406.97,0.62,1.03,1.02,26.0,4.13,1.03,1.59,12.0,10.81,4.17,1.06,0.69,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
206,206.0,26.0,14.49,83.71,86.97,2.46,1.8,6.67,None,44.95,61.53,226.13,4407.02,0.64,1.03,1.02,26.0,4.13,1.03,1.66,13.01,11.19,4.24,1.06,0.67,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
207,207.0,26.0,5.36,95.81,100.01,1.9,2.39,7.91,None,30.63,61.49,242.99,3128.44,0.66,1.03,1.02,26.0,4.16,1.03,0.1,0.99,1.0,0.25,1.22,0.74,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
208,208.0,26.0,3.18,96.73,99.86,1.59,1.9,6.76,None,83.29,60.58,228.32,3071.96,0.65,1.03,1.02,26.0,4.16,1.03,0.49,1.99,4.17,1.01,1.03,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
209,209.0,26.0,4.81,96.67,100.91,1.65,2.03,5.69,None,125.13,61.22,244.55,3071.47,0.65,1.03,1.02,26.0,4.16,1.03,0.7,2.99,7.32,1.21,1.03,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
210,210.0,26.0,3.58,96.36,98.85,1.96,2.37,6.38,None,125.15,61.13,210.54,3071.89,0.63,1.03,1.02,26.0,4.16,1.03,0.98,3.99,11.57,1.49,1.03,1.04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
211,211.0,26.0,6.05,96.45,99.55,1.87,2.42,6.2,None,125.12,63.05,232.26,3071.33,0.64,1.03,1.02,26.0,4.16,1.03,1.14,4.99,14.08,1.66,1.03,0.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
212,212.0,26.0,3.74,96.23,99.05,1.42,0.55,5.91,None,104.47,62.33,241.58,3100.89,0.49,1.03,None,26.0,None,1.03,1.41,5.98,19.18,3.81,1.03,0.95,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
213,213.0,26.0,12.94,96.39,97.76,0.91,0.01,0.64,None,93.5,61.35,243.23,3116.4,0.38,1.03,1.02,26.0,4.16,1.03,1.49,6.98,20.06,3.88,1.03,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
214,214.0,26.0,5.91,95.74,98.69,1.55,0.01,4.28,None,93.52,62.13,230.52,3116.36,0.37,1.03,1.02,26.0,4.16,1.03,1.66,7.98,21.98,4.05,1.06,0.88,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
215,215.0,26.0,11.08,96.01,98.1,1.28,0.01,-0.92,None,93.5,60.52,244.07,3116.27,0.56,1.03,1.02,26.0,4.16,1.03,1.75,8.98,23.01,4.14,1.21,0.76,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
216,216.0,26.0,16.13,96.13,98.08,1.16,0.01,-2.44,None,93.49,60.35,238.27,3116.16,0.53,1.03,1.02,26.0,4.16,1.03,1.81,9.99,23.72,4.2,1.21,0.69,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
217,217.0,26.0,20.9,94.65,97.35,2.64,0.01,-3.51,None,93.49,61.76,227.63,3116.18,0.66,1.03,1.02,26.0,4.16,1.03,1.86,10.99,24.26,4.25,1.22,0.74,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
218,218.0,26.0,0.83,65.19,99.62,0.34,0.01,7.0,None,93.0,5.27,247.6,3116.0,0.54,1.03,1.02,26.0,4.16,1.03,3.06,11.99,26.39,4.58,1.03,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
219,219.0,26.0,33.2,96.57,98.31,2.06,-0.01,0.0,None,93.51,60.22,211.06,3116.93,0.33,1.03,1.02,26.0,4.15,1.03,3.09,13.0,26.73,4.61,1.03,0.64,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
220,220.0,26.0,45.59,94.79,98.72,3.84,-0.01,0.0,None,93.5,65.23,206.01,3116.63,0.33,1.03,1.02,26.0,4.15,1.03,3.12,13.99,26.98,4.63,1.03,0.65,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
221,221.0,26.0,4.5,95.57,98.39,4.05,-0.01,0.0,None,75.56,44.83,194.18,2517.64,0.33,1.03,1.02,26.0,4.15,1.03,3.34,14.98,29.23,4.9,1.03,1.04,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
222,222.0,26.0,28.44,94.09,97.41,5.54,-0.01,0.0,None,93.51,67.09,202.56,3116.97,0.33,1.03,1.02,26.0,4.15,1.03,3.37,15.98,29.63,4.93,1.17,0.79,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
223,223.0,26.0,38.47,95.13,98.3,4.5,-0.01,0.0,None,93.5,63.7,206.94,3116.6,0.38,1.03,1.02,26.0,4.15,1.03,3.4,17.0,29.93,4.96,1.28,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
224,224.0,26.0,40.69,94.04,101.06,5.6,-0.01,0.0,None,93.51,66.0,210.71,3116.9,0.38,1.03,1.02,26.0,4.15,1.03,3.42,18.0,30.21,4.98,1.25,0.72,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
225,225.0,26.0,37.8,94.13,99.47,5.51,-0.01,0.0,None,93.5,65.77,214.28,3116.62,0.33,1.03,1.02,26.0,4.15,1.03,3.45,18.98,30.5,5.01,1.24,0.74,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
226,226.0,26.0,36.96,93.6,99.73,6.04,-0.01,0.0,None,93.49,67.13,218.21,3116.42,0.33,1.03,1.02,26.0,4.15,1.03,3.48,20.01,30.82,5.03,1.22,0.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
227,227.0,26.0,7.59,95.6,98.72,4.32,-0.01,0.0,None,93.49,63.79,236.51,3116.25,0.35,1.03,1.02,26.0,4.15,1.03,3.6,20.99,32.55,5.32,1.03,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
228,228.0,26.0,28.74,92.87,99.36,8.1,-0.01,0.0,None,93.5,66.4,248.15,3116.61,0.33,1.03,1.02,26.0,4.15,1.03,3.64,22.0,32.94,5.36,1.1,0.85,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
229,229.0,26.0,17.4,91.78,97.99,9.19,-0.01,0.0,None,93.49,67.2,243.72,3116.42,0.33,1.03,1.02,26.0,4.15,1.03,3.7,22.98,33.59,5.41,1.03,0.98,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
230,230.0,26.0,12.78,93.06,99.23,7.91,4.28,10.09,None,123.15,65.6,240.19,3116.35,0.33,1.03,1.02,26.0,4.15,1.03,3.77,23.98,34.76,5.49,1.03,1.07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
231,231.0,26.0,16.54,92.07,97.23,8.9,5.59,10.57,None,128.48,67.58,246.53,3116.05,0.33,1.03,1.02,26.0,4.15,1.03,3.84,24.98,35.69,5.55,1.03,1.05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
232,232.0,26.0,12.69,91.42,97.05,9.55,5.75,9.84,None,128.49,67.87,237.66,3116.2,0.3,1.03,1.02,26.0,4.15,1.03,3.91,25.98,36.92,5.63,1.03,1.13,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
