TDEP,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFOA,MFIA,MDOA,MDIA,MTOA,MTIA,MROA,MRIA,ECDT,BDTI,BDDI,BRTI,BRVC,TCTI,FPPG,DXC,GASA,GASX,HSA,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,EPNA,C1C2,C1C3,C1C4,C1C5,LITH,WLFL,WLCL,CCAL,CDOL
257,257.0,26.0,1.83,108.9,111.03,1.0,0.01,0.01,2,62,74.31,132.25,456.31,3078.85,0.0,0.0,10.69,3.19,0,0,0.0,0.3,13.4,33.56,1243.0,33.56,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
258,258.0,26.0,1.64,106.21,109.47,0.06,0.01,0.01,2,62,76.26,133.1,429.44,3078.85,0.0,0.0,10.69,3.19,0,0,0.0,0.9,14.3,34.13,3414.0,34.13,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
259,259.0,26.0,1.83,107.54,110.25,1.0,0.01,0.01,2,62,75.38,135.39,429.29,3078.85,0.0,0.0,10.69,3.19,0,0,0.0,1.4,15.2,34.62,5275.0,34.62,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
260,260.0,26.0,1.83,106.73,108.68,1.0,0.01,0.01,2,62,75.96,134.1,391.67,3078.85,0.0,0.0,10.69,2.23,0,0,0.0,2.0,16.4,35.27,7762.0,35.27,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
261,261.0,26.0,2.05,107.52,109.86,1.0,0.01,0.01,2,62,75.47,123.02,375.17,3078.85,0.0,0.0,10.69,2.18,0,0,0.0,2.5,17.3,35.71,9378.0,35.71,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
262,262.0,26.0,2.16,105.56,107.5,0.76,0.01,0.01,2,62,75.92,129.31,375.31,3078.85,0.0,0.0,10.69,2.18,0,0,0.0,2.9,18.2,36.13,10968.0,36.13,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
263,263.0,26.0,2.11,105.68,107.5,0.76,0.01,0.01,2,62,75.87,143.7,383.96,3078.85,0.0,0.0,10.69,2.18,0,0,0.0,3.4,19.4,36.7,13128.0,36.7,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
264,264.0,26.0,1.37,104.84,106.33,1.44,0.01,0.01,2,62,75.8,129.13,375.14,3078.85,0.0,0.0,9.69,2.18,0,0,0.0,4.2,20.3,37.43,15967.0,37.43,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
265,264.99,26.0,2.08,106.65,109.07,1.0,0.01,0.01,2,62,76.33,117.03,377.95,3078.85,0.0,0.0,9.69,2.18,0,0,0.0,4.6,21.2,37.87,17548.0,37.87,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
266,265.99,26.0,2.12,105.82,107.11,0.58,0.01,0.01,2,62,65.52,136.16,369.55,3078.85,0.0,0.0,9.69,2.18,0,0,0.0,5.0,22.1,38.29,19158.0,38.29,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
267,266.99,26.0,3.86,106.86,109.47,1.0,0.09,0.22,2,71,97.36,127.66,375.7,3566.15,0.0,0.0,9.69,2.18,0,0,0.0,5.5,23.3,44.75,21128.0,44.75,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
268,267.99,26.0,2.8,107.19,109.86,1.0,0.1,0.29,2,71,96.63,143.34,375.7,3566.15,0.0,0.0,9.69,2.18,0,0,0.0,5.8,24.2,45.07,22525.0,45.07,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
269,268.99,26.0,3.38,105.25,106.72,1.0,0.1,0.34,2,71,97.06,144.15,349.34,3536.73,0.0,0.0,9.69,2.18,0,0,0.0,6.2,25.4,45.46,24141.0,45.46,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
270,269.99,26.0,3.93,106.21,108.68,1.0,0.1,0.23,2,71,96.82,118.45,342.17,3544.0,0.0,0.0,9.69,2.18,0,0,0.0,6.4,26.3,45.69,25137.0,45.69,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
271,270.99,26.0,5.85,104.27,105.94,0.12,0.09,0.22,2,71,98.18,137.63,349.05,3544.0,0.0,0.0,9.69,2.18,0,0,0.0,6.6,27.2,45.87,25831.0,45.87,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
272,271.99,26.0,9.91,106.31,108.68,1.0,0.12,0.25,2,71,96.57,129.02,349.02,3544.0,0.0,0.0,9.69,2.18,0,0,0.0,6.7,28.4,45.99,26356.0,45.99,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
273,272.99,26.0,8.53,104.05,107.9,0.39,0.08,0.22,2,71,99.28,123.06,348.87,3544.0,0.0,0.0,9.69,2.18,0,0,0.0,6.8,29.3,46.1,26842.0,46.1,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
274,273.99,26.0,8.23,104.38,106.33,0.2,0.08,0.24,2,71,99.25,137.38,348.96,3544.0,0.0,0.0,9.69,2.18,0,0,0.0,6.9,30.19,46.21,27315.0,46.21,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
275,274.99,26.0,10.59,105.22,109.86,1.0,5.36,11.42,40,111,99.22,131.38,343.13,3544.0,0.0,0.0,9.69,2.18,0,0,0.0,7.0,31.4,46.49,28006.0,46.49,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
276,275.99,26.0,14.69,104.5,109.07,1.0,6.79,13.3,40,111,99.73,138.8,322.14,3544.0,0.0,0.0,9.69,2.18,0,0,0.0,7.1,32.3,46.55,28383.0,46.55,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
277,276.99,26.0,18.21,104.15,107.11,0.26,6.96,11.34,40,112,105.74,140.51,311.71,3611.15,0.0,0.0,9.69,2.18,0,0,0.0,7.1,33.19,46.6,28703.0,46.6,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
278,277.99,26.0,16.91,106.09,109.86,3.94,5.48,10.3,40,111,98.17,140.61,349.36,3541.75,0.0,0.0,9.69,2.18,0,0,0.0,7.2,34.4,47.68,29200.0,47.68,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
279,278.99,26.0,12.69,106.09,110.25,4.04,4.65,11.71,40,110,95.18,128.53,349.41,3530.6,0.0,0.0,9.69,2.18,0,0,0.0,7.3,35.3,47.78,29715.0,47.78,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
280,279.99,26.0,16.53,104.49,106.72,5.47,6.87,12.87,40,114,110.8,131.34,349.4,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.4,36.2,48.4,30232.0,48.4,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
281,280.99,26.0,19.49,105.38,109.07,4.64,5.79,9.15,40,114,110.2,129.13,349.48,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.4,37.4,48.46,30656.0,48.46,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
282,281.99,26.0,19.74,106.25,109.47,3.85,4.86,10.64,40,115,109.66,134.39,349.46,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.5,38.29,48.5,30965.0,48.5,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
283,282.99,26.0,19.55,105.98,109.86,4.19,7.67,11.37,40,114,110.4,139.89,349.47,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.5,39.19,48.55,31281.0,48.55,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
284,283.99,26.0,19.65,105.93,108.68,3.88,5.59,10.31,40,115,109.81,141.5,349.29,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.6,40.39,48.61,31701.0,48.61,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
285,284.99,26.0,19.64,105.05,108.68,5.09,6.73,11.02,40,114,110.9,131.42,349.41,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.6,41.29,48.66,32014.0,48.66,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
286,285.99,26.0,19.12,104.67,107.5,5.59,6.9,11.66,40,114,111.09,120.55,349.41,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.7,42.2,48.7,32341.0,48.7,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
287,286.99,26.0,18.1,104.96,108.29,5.17,6.06,13.64,40,114,110.64,124.93,349.32,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.7,43.39,48.77,32792.0,48.77,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
288,287.99,26.0,19.63,106.5,110.25,3.89,4.43,8.91,40,114,110.26,130.47,349.43,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.8,44.3,48.82,33108.0,48.82,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
289,288.99,26.0,19.67,106.01,109.07,3.89,5.37,9.45,40,114,111.1,135.84,349.4,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.8,45.19,48.86,33421.0,48.86,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
290,289.99,26.0,19.64,105.86,109.47,3.77,5.08,9.36,40,114,110.42,142.87,349.36,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.9,46.39,48.92,33840.0,48.92,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
291,290.99,26.0,19.06,104.67,107.9,5.06,8.13,12.83,40,114,109.73,146.25,349.26,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,7.9,47.3,48.97,34168.0,48.97,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
292,291.99,26.0,18.49,104.94,108.68,5.29,9.85,15.47,40,79,31.21,145.23,349.46,1949.43,0.0,0.0,9.69,2.18,0,0,0.0,8.0,48.19,49.02,34422.0,49.02,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
293,292.99,26.0,11.69,108.47,111.43,1.16,3.91,7.72,40,114,108.74,124.68,349.5,3721.36,0.0,0.0,9.69,2.18,0,0,0.0,8.1,49.4,49.75,34980.0,49.75,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
294,293.99,26.0,19.33,108.56,111.82,0.8,3.28,6.1,40,115,107.89,130.04,349.43,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.1,50.29,49.8,35293.0,49.8,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
295,294.99,26.0,19.5,107.46,109.07,1.83,4.28,8.85,40,114,108.22,135.45,349.49,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.2,51.19,49.84,35609.0,49.84,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
296,295.99,26.0,15.94,106.11,108.29,3.17,5.27,8.16,40,114,109.79,140.0,344.81,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.3,52.4,49.91,36116.0,49.91,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
297,296.99,26.0,16.45,105.7,107.9,3.65,5.92,9.86,40,115,110.67,128.24,349.47,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.3,53.29,49.97,36489.0,49.97,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
298,297.99,26.0,16.4,104.77,108.29,4.48,6.71,10.63,40,114,111.2,129.38,349.48,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.4,54.19,50.02,36866.0,50.02,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
299,298.99,26.0,16.37,105.86,109.07,3.31,5.37,8.69,40,114,110.38,138.04,349.59,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.4,55.39,50.1,37364.0,50.1,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
300,299.99,26.0,16.53,106.81,109.07,2.33,4.99,10.05,40,114,108.25,144.49,310.72,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.5,56.3,50.15,37743.0,50.15,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
301,300.99,26.0,16.56,105.36,107.11,3.96,4.53,9.09,40,114,110.94,147.77,322.39,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.6,57.2,50.21,38116.0,50.21,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
302,301.99,26.0,17.67,108.34,110.64,0.9,3.27,7.94,40,114,106.97,132.73,349.53,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.6,58.39,50.27,38582.0,50.27,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
303,302.98,26.0,17.64,108.75,111.43,0.48,2.29,6.81,40,115,106.77,121.26,349.46,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.7,59.3,50.33,38933.0,50.33,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
304,303.98,26.0,17.94,108.42,111.43,0.76,3.15,6.42,40,114,108.04,123.15,349.44,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.7,60.2,50.38,39277.0,50.38,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
305,304.98,26.0,20.59,107.16,108.29,2.11,3.58,7.83,40,115,108.19,130.22,349.38,3721.2,0.0,0.0,9.69,2.18,0,0,0.0,8.8,61.4,50.44,39678.0,50.44,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
306,305.98,26.0,20.24,106.89,108.29,2.53,4.74,8.76,40,86,33.24,129.99,349.56,2305.53,0.0,0.0,9.69,2.18,0,0,0.0,8.8,62.29,50.48,39956.0,50.48,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
307,306.98,26.0,13.75,109.24,111.03,1.25,5.04,9.72,40,115,106.69,132.26,324.59,3743.34,0.0,0.0,9.69,2.18,0,0,0.0,9.0,63.2,51.32,40819.0,51.32,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
308,307.98,26.0,15.02,108.92,112.21,2.19,3.69,8.79,40,115,106.7,141.9,299.63,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.1,64.39,51.4,41366.0,51.4,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
309,308.98,26.0,15.03,109.03,113.39,2.15,2.08,5.95,40,115,106.81,148.59,274.66,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.1,65.29,51.46,41778.0,51.46,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
310,309.98,26.0,15.01,108.75,110.64,2.02,2.11,5.38,40,115,106.56,137.09,249.69,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.2,66.2,51.52,42191.0,51.52,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
311,310.98,26.0,15.03,108.89,112.21,1.94,2.35,5.94,40,115,107.27,119.4,224.73,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.3,67.39,51.6,42738.0,51.6,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
312,311.98,26.0,19.34,108.32,111.82,2.57,2.64,7.15,40,115,107.18,123.19,199.76,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.3,68.29,51.65,43052.0,51.65,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
313,312.98,26.0,19.96,108.65,111.03,1.78,2.3,4.88,40,115,107.57,128.32,174.79,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.4,69.19,51.69,43362.0,51.69,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
314,313.98,26.0,20.04,109.14,111.03,1.95,1.92,4.84,40,115,107.79,135.31,149.83,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.4,70.39,51.75,43776.0,51.75,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
315,314.98,26.0,19.99,108.7,113.0,2.11,2.18,4.97,40,115,107.34,140.85,124.86,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.5,71.29,51.8,44085.0,51.8,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
316,315.98,26.0,19.91,108.31,110.25,2.45,3.01,6.64,40,115,107.63,145.86,99.9,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.5,72.2,51.84,44393.0,51.84,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
317,316.98,26.0,20.05,108.59,112.21,2.14,2.56,5.34,40,115,107.69,143.84,74.93,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.6,73.4,51.9,44809.0,51.9,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
318,317.98,26.0,20.06,108.02,110.64,2.54,2.62,7.09,40,115,108.24,133.83,49.96,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.6,74.3,51.95,45118.0,51.95,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
319,318.98,26.0,9.35,109.54,112.21,1.0,2.9,7.06,40,115,107.87,140.64,25.0,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,9.7,75.2,52.48,45468.0,52.48,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
320,319.98,26.0,18.83,109.1,111.03,0.51,2.53,5.81,40,115,108.18,123.81,0.03,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,16.3,76.39,53.17,66361.5,53.17,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
321,320.98,26.0,19.66,108.86,111.03,0.65,2.52,4.15,40,115,99.42,133.08,0.11,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,16.35,77.3,53.22,66668.1,53.22,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
322,321.98,26.0,19.99,106.9,109.07,2.91,4.42,8.91,40,80,25.83,139.89,0.02,1993.27,0.0,0.0,9.69,2.18,0,0,0.0,16.39,78.2,53.26,66904.8,53.26,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
323,322.98,26.0,19.88,108.78,110.25,1.07,2.94,6.74,40,115,87.46,150.17,0.05,3742.9,0.0,0.0,9.69,2.18,0,0,0.0,16.45,79.39,53.32,67258.8,53.32,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
324,323.98,26.0,19.89,108.62,112.6,1.09,9.72,14.5,40,115,107.9,143.53,0.12,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,16.5,80.3,53.37,67572.6,53.37,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
325,324.98,26.0,19.89,108.62,112.21,1.08,5.62,10.63,40,115,108.37,133.36,0.19,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,16.54,81.19,53.41,67882.8,53.41,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
326,325.98,26.0,19.83,105.38,109.07,4.84,7.81,13.2,40,115,113.72,120.48,0.05,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,16.61,82.39,53.47,68300.1,53.47,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
327,326.98,26.0,19.83,105.25,109.07,4.06,8.31,13.61,40,115,114.37,123.85,0.06,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,16.65,83.3,53.52,68614.1,53.52,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
328,327.98,26.0,19.83,104.86,109.86,4.72,7.82,12.41,40,115,113.75,128.94,0.0,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,16.7,84.19,53.56,68924.0,53.56,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
329,328.98,26.0,19.87,105.95,108.29,4.09,5.88,10.46,40,115,113.09,135.92,0.04,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,16.76,85.39,53.62,69341.5,53.62,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
330,329.98,26.0,19.88,106.06,107.9,3.75,4.96,9.16,40,115,112.52,141.53,0.03,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,16.8,86.3,53.67,69655.6,53.67,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
331,330.98,26.0,19.88,106.2,108.29,3.44,4.96,8.66,40,115,111.82,136.72,0.01,3743.35,0.0,0.0,9.69,2.18,0,0,0.0,16.85,87.19,53.71,69965.8,53.71,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
332,331.98,26.0,19.86,103.73,105.15,5.9,6.0,9.63,40,80,36.33,129.04,0.05,1983.59,0.0,0.0,9.69,2.18,0,0,0.0,16.91,88.39,53.77,70321.7,53.77,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
333,332.98,26.0,19.01,106.34,108.29,4.43,5.46,10.77,40,115,110.42,126.79,0.09,3765.49,0.0,0.0,9.69,2.18,0,0,0.0,16.96,89.29,54.94,70653.5,54.94,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
334,333.98,26.0,19.6,106.63,109.47,4.28,4.48,7.12,40,115,110.78,130.15,0.16,3765.5,0.0,0.0,9.69,2.18,0,0,0.0,17.0,90.19,54.99,70972.9,54.99,0.0,0.0,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,None
