DEPT,DVER,BDIA,ROPA,HKLA,HKLX,WOBA,TQA,TQX,RPMA,RPMB,SPPA,TVA,MFIA,MFOA,MDIA,MDOA,MTIA,MTOA,ECDT,BDTI,BDDI,BRVC,TCTI,FPPG,DXC,GASX,HSX,MTHA,ETHA,PRPA,IBTA,NBTA,IPNA,NPNA,C1C2,C1C3,C1C4,C1C5,LITH,CCAL,CDOL,WLFL,WLCT
144,144.0,36.0,1.1,99.6,0.0,1.21,0.0,0.0,None,13.0,1.5,0.0,1002.0,0.0,0.0,None,36.0,None,0.0,0.0,0.0,0.0,0.0,1.14,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
145,145.0,36.0,1.33,99.31,104.54,1.64,2.48,14.46,None,14.0,1.5,75.06,1002.0,-3.27,1.03,None,36.0,None,1.26,0.0,0.15,0.0,0.0,1.03,0.78,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
146,146.0,36.0,7.13,97.31,109.64,4.6,7.48,15.82,None,13.08,1.52,74.03,1002.28,-5.71,1.03,None,36.0,None,1.03,0.34,1.15,0.76,0.71,1.03,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
147,147.0,36.0,1.78,100.7,122.53,1.77,6.84,16.07,None,15.5,1.5,72.37,1002.2,-6.14,1.03,None,36.0,None,1.03,0.9,2.15,1.81,1.24,1.06,0.76,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
148,148.0,36.0,6.64,102.03,107.85,0.4,3.78,14.94,None,17.98,1.54,62.03,1001.83,-9.28,1.03,None,36.0,None,1.03,1.05,3.15,2.14,1.38,1.06,0.48,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
149,149.0,36.0,7.82,102.03,105.24,0.3,3.54,13.47,None,17.97,1.52,76.22,1001.71,-9.39,1.03,None,36.0,None,1.03,1.18,4.16,2.42,1.5,1.06,0.44,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
150,150.0,36.0,2.71,101.93,104.19,0.16,-0.22,15.0,None,19.0,1.4,72.92,1002.0,-9.47,1.03,None,36.0,None,1.03,1.55,5.15,2.65,1.61,1.06,0.54,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
151,151.0,36.0,22.75,102.72,104.37,0.01,1.78,6.49,None,19.98,1.46,67.11,1002.04,-9.41,1.03,None,36.0,None,1.03,1.59,6.15,2.76,1.66,1.06,0.23,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
152,152.0,36.0,15.89,102.45,105.88,0.05,2.23,5.57,None,20.0,1.28,65.33,1001.77,-9.49,1.03,None,36.0,None,1.03,1.65,7.18,2.92,1.72,1.06,0.31,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
153,153.0,36.0,28.57,102.71,105.31,0.05,2.12,4.22,None,19.98,1.36,73.36,1001.85,-9.56,1.03,None,36.0,None,1.03,1.69,8.16,3.0,1.75,1.06,0.25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
154,154.0,36.0,28.17,103.0,105.52,0.02,1.73,4.7,None,20.02,1.5,80.23,1001.87,-9.45,1.03,None,36.0,None,1.03,1.72,9.16,3.09,1.78,1.06,0.23,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
155,155.0,36.0,29.12,102.93,105.65,0.01,1.61,4.76,None,20.01,1.37,79.71,1001.41,-9.07,1.03,None,36.0,None,1.03,1.76,10.16,3.17,1.82,1.06,0.22,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
156,156.0,36.0,7.07,100.92,105.21,1.09,2.89,14.81,None,20.0,1.25,74.34,1001.49,-9.39,1.03,None,36.0,None,1.03,1.9,11.15,3.51,1.95,1.06,0.55,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
157,157.0,36.0,22.61,101.73,105.31,0.61,2.59,6.47,None,19.96,1.49,68.67,1001.77,-9.46,1.03,None,36.0,None,1.03,1.94,12.16,3.62,1.99,1.06,0.36,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
158,158.0,36.0,1.95,99.48,102.04,2.42,3.95,14.97,None,19.93,1.4,67.41,1001.46,-8.33,1.03,None,36.0,None,1.03,2.45,13.15,4.85,2.48,1.03,0.83,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
159,159.0,36.0,1.39,97.98,105.6,3.95,4.77,13.42,None,21.51,1.48,67.09,1072.97,-4.98,1.03,None,36.0,None,1.03,3.17,14.15,6.73,3.16,1.03,0.97,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
160,160.0,36.0,1.35,98.11,108.88,3.87,5.59,15.6,None,26.13,1.46,71.75,1233.19,-6.21,1.03,None,36.0,None,1.03,3.91,15.15,9.08,3.88,1.03,1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
161,161.0,36.0,0.9,97.71,104.65,4.19,7.79,16.85,None,32.78,3.02,67.58,1432.63,-6.71,1.03,None,36.0,None,1.03,5.03,16.16,13.51,4.98,1.03,1.12,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
162,162.0,36.0,2.12,97.58,100.78,4.32,9.49,16.36,None,38.65,3.37,71.7,1446.7,-5.86,1.03,None,36.0,None,1.03,5.5,17.15,15.71,5.45,1.03,1.01,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
163,163.0,36.0,3.92,98.64,102.89,3.26,9.0,15.18,None,54.77,5.71,70.37,1630.61,-6.15,1.03,None,36.0,None,1.03,5.75,18.15,17.41,5.7,1.03,0.92,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
164,164.0,36.0,4.41,98.73,103.28,3.17,8.42,15.58,None,65.02,11.9,60.03,2038.06,-5.68,1.03,None,36.0,None,1.03,5.98,19.15,19.19,5.93,1.03,0.92,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
165,165.0,36.0,1.31,102.18,106.25,0.4,2.81,15.72,None,29.14,24.03,64.33,2586.58,-5.69,1.03,None,36.0,None,1.03,6.74,20.15,25.68,7.77,1.1,0.74,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
166,166.0,36.0,10.93,101.91,105.55,0.29,4.35,9.59,None,90.04,61.45,59.6,4001.28,-4.52,1.03,None,36.0,None,1.03,6.84,21.15,26.68,7.86,1.1,0.59,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
167,167.0,36.0,11.1,102.06,104.72,0.12,4.48,11.23,None,89.96,60.69,63.28,4005.83,-4.45,1.03,None,36.0,None,1.03,6.93,22.15,27.66,7.95,1.1,0.54,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
168,168.0,36.0,12.17,102.04,105.76,0.16,4.19,9.69,None,89.98,60.74,66.77,4006.0,-4.34,1.03,None,36.0,None,1.03,7.01,23.16,28.57,8.03,1.1,0.54,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
169,169.0,36.0,9.86,101.69,105.73,0.45,5.25,19.65,None,89.92,61.05,70.27,4006.75,-5.67,1.03,None,36.0,None,1.03,7.18,24.85,32.01,8.63,1.1,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
170,170.0,36.0,14.05,101.78,108.41,1.27,4.73,12.15,None,89.95,61.95,71.66,4007.71,-3.63,1.03,None,36.0,None,1.03,7.25,25.85,32.78,8.7,1.18,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
171,171.0,36.0,15.29,101.8,105.63,1.39,3.82,7.83,None,90.02,61.79,74.17,4006.82,1.24,1.03,None,36.0,None,1.03,7.32,26.85,33.5,8.77,1.19,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
172,172.0,36.0,15.69,101.59,106.32,1.59,4.41,10.42,None,89.92,61.88,76.75,4006.88,2.34,1.03,None,36.0,None,1.03,7.38,27.86,34.2,8.83,1.17,0.69,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
173,173.0,36.0,15.95,102.37,107.04,0.74,4.11,14.07,None,89.99,62.23,73.95,4006.79,2.66,1.03,None,36.0,None,1.03,7.44,28.86,34.88,8.89,1.17,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
174,174.0,36.0,16.17,101.65,105.49,1.37,4.51,9.3,None,89.97,62.39,63.98,4006.8,2.77,1.03,None,36.0,None,1.03,7.51,29.85,35.55,8.95,1.2,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
175,175.0,36.0,16.02,102.0,104.5,1.02,4.3,8.6,None,90.03,62.18,65.8,4006.88,2.82,1.03,None,36.0,None,1.03,7.57,30.85,36.24,9.01,1.2,0.64,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
176,176.0,36.0,16.09,101.72,104.31,1.29,4.2,9.07,None,89.99,62.0,68.52,4006.68,2.72,1.03,None,36.0,None,1.03,7.65,32.16,37.12,9.09,1.2,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
177,177.0,36.0,15.98,101.85,106.19,1.18,4.01,8.97,None,90.0,62.13,71.35,4006.71,2.67,1.03,None,36.0,None,1.03,7.71,33.16,37.81,9.15,1.2,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
178,178.0,36.0,8.17,101.98,105.76,1.12,2.89,8.85,None,79.09,62.11,72.36,4006.67,2.62,1.03,None,36.0,None,1.03,7.83,34.16,39.52,9.54,1.12,0.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
179,179.0,36.0,15.46,101.89,106.92,1.12,3.67,11.26,None,89.99,72.82,63.69,4319.98,2.41,1.03,None,36.0,None,1.03,7.9,35.15,40.22,9.6,1.12,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
180,180.0,36.0,16.92,101.75,106.63,1.28,3.64,8.69,None,90.0,84.94,64.09,4675.15,2.16,1.03,None,36.0,None,1.03,7.96,36.16,40.87,9.66,1.12,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
181,181.0,36.0,14.17,100.93,106.55,2.1,4.37,18.43,None,89.95,84.8,64.18,4675.21,2.18,1.03,None,36.0,None,1.03,8.05,37.46,41.87,9.75,1.11,0.73,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
182,182.0,36.0,10.43,100.95,105.78,2.07,4.27,16.31,None,90.01,84.83,64.2,4675.26,2.35,1.03,None,36.0,None,1.03,8.14,38.45,42.92,9.85,1.05,0.78,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
183,183.0,36.0,10.44,100.96,105.19,2.06,4.72,10.19,None,89.97,84.88,64.21,4675.25,2.39,1.03,None,36.0,None,1.03,8.24,39.46,43.97,9.94,1.05,0.78,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
184,184.0,36.0,11.45,100.65,104.42,2.36,5.24,16.59,None,90.01,84.9,64.24,4675.23,2.19,1.03,None,36.0,None,1.03,8.33,40.46,44.92,10.03,1.05,0.78,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
185,185.0,36.0,8.74,100.95,105.5,2.07,4.88,9.3,None,89.98,85.06,64.24,4674.91,2.05,1.03,None,36.0,None,1.03,8.44,41.45,46.17,10.14,1.03,0.81,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
186,186.0,36.0,7.84,101.18,107.59,1.83,4.15,14.17,None,89.97,85.17,64.32,4674.2,0.69,1.03,None,36.0,None,1.03,8.57,42.45,47.56,10.27,1.03,0.81,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
187,187.0,36.0,8.28,101.37,105.6,1.65,4.34,15.88,None,89.97,85.1,64.33,4673.83,-0.62,1.03,None,36.0,None,1.03,8.69,43.45,48.88,10.39,1.04,0.79,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
188,188.0,36.0,6.38,101.39,106.37,1.63,4.12,9.49,None,89.99,85.11,68.82,4674.41,0.39,1.03,None,36.0,None,1.03,8.85,44.45,51.09,10.76,1.03,0.83,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
189,189.0,36.0,6.07,101.7,105.32,1.32,4.03,12.5,None,90.0,85.01,70.41,4673.81,1.64,1.03,None,36.0,None,1.03,9.01,45.45,52.89,10.93,1.03,0.81,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
190,190.0,36.0,7.08,100.74,104.49,2.27,5.18,9.81,None,90.01,84.93,70.33,4673.78,1.85,1.03,None,36.0,None,1.03,9.15,46.46,54.44,11.07,1.03,0.85,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
191,191.0,36.0,8.05,100.67,104.06,2.35,6.25,12.09,None,90.0,85.06,70.42,4673.76,1.7,1.03,None,36.0,None,1.03,9.28,47.45,55.79,11.19,1.03,0.84,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
192,192.0,36.0,8.81,101.27,105.08,1.75,5.44,11.6,None,89.98,85.02,70.46,4673.78,1.92,1.03,None,36.0,None,1.03,9.39,48.46,57.03,11.3,1.04,0.79,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
193,193.0,36.0,10.02,102.41,105.04,0.66,4.09,9.58,None,89.94,85.04,70.48,4673.78,2.13,1.03,None,36.0,None,1.03,9.49,49.46,58.12,11.4,1.04,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
194,194.0,36.0,11.17,102.86,105.81,0.26,3.29,6.63,None,89.95,85.1,70.56,4673.78,2.16,1.03,None,36.0,None,1.03,9.58,50.46,59.1,11.48,1.04,0.58,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
195,195.0,36.0,12.21,102.57,105.58,0.49,3.52,8.02,None,90.02,84.94,70.63,4673.42,2.34,1.03,None,36.0,None,1.03,9.66,51.46,60.0,11.57,1.04,0.62,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
196,196.0,36.0,12.55,101.88,106.11,1.18,3.58,9.01,None,89.98,84.93,70.6,4672.72,2.41,1.03,None,36.0,None,1.03,9.74,52.45,60.86,11.64,1.18,0.69,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
197,197.0,36.0,15.44,101.87,104.75,1.16,4.83,8.81,None,89.97,84.92,70.57,4672.45,2.53,1.03,None,36.0,None,1.03,9.81,53.45,61.57,11.71,1.18,0.66,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
198,198.0,36.0,9.89,102.62,106.43,0.7,4.44,20.79,None,89.85,84.65,67.33,4673.22,2.56,1.03,None,36.0,None,1.03,9.91,54.45,64.66,12.11,1.2,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
199,199.0,36.0,8.69,103.28,108.31,0.88,3.78,20.59,None,87.41,84.55,65.78,4672.57,2.37,1.03,None,36.0,None,1.03,10.02,55.45,65.87,12.22,1.15,0.71,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
200,200.0,36.0,9.52,103.63,106.32,0.82,2.63,7.02,None,89.97,84.49,65.77,4672.45,2.53,1.03,None,36.0,None,1.03,10.13,56.45,67.02,12.32,1.17,0.69,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
201,201.0,36.0,11.35,103.65,106.4,2.0,2.8,6.2,None,89.99,84.27,65.83,4672.45,2.63,1.03,None,36.0,None,1.03,10.22,57.47,68.0,12.41,1.08,0.76,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
202,202.0,36.0,12.03,103.37,105.63,2.28,3.17,7.55,None,90.0,84.22,65.86,4672.45,2.59,1.03,None,36.0,None,1.03,10.3,58.46,68.9,12.49,1.07,0.77,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
203,203.0,36.0,13.81,103.12,106.76,2.53,3.95,8.12,None,90.02,84.47,65.93,4672.45,2.66,1.03,None,36.0,None,1.03,10.37,59.45,69.69,12.57,1.08,0.76,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
204,204.0,36.0,14.39,103.14,105.98,2.51,4.41,9.68,None,89.96,84.36,65.94,4672.45,2.62,1.03,None,36.0,None,1.03,10.44,60.45,70.45,12.63,1.09,0.75,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
205,205.0,36.0,14.41,102.5,105.08,3.15,5.41,9.29,None,90.01,83.99,65.96,4672.45,2.73,1.03,None,36.0,None,1.03,10.51,61.45,71.2,12.7,1.05,0.78,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
206,206.0,36.0,14.43,102.76,105.5,2.89,6.75,12.29,None,90.01,83.8,66.04,4672.45,2.72,1.03,None,36.0,None,1.03,10.58,62.45,71.96,12.77,1.07,0.77,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
207,207.0,36.0,8.41,102.98,107.25,2.67,3.78,20.6,None,87.17,84.86,66.97,4672.45,2.87,1.03,None,36.0,None,1.03,10.68,63.26,74.94,13.2,1.03,0.84,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
208,208.0,36.0,9.03,103.06,105.45,2.59,3.14,6.66,None,90.0,85.78,68.4,4672.45,2.98,1.03,None,36.0,None,1.03,10.79,64.25,76.14,13.31,1.03,0.83,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
209,209.0,36.0,7.56,101.66,105.22,3.37,3.99,9.18,None,89.98,85.49,68.1,4672.53,3.13,1.03,None,36.0,None,1.03,10.88,64.95,80.92,13.99,1.03,0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
210,210.0,36.0,16.04,101.78,104.03,2.16,5.51,9.63,None,89.98,83.78,67.0,4673.3,3.29,1.03,None,36.0,None,1.03,10.94,65.95,81.6,14.06,1.14,0.72,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
211,211.0,36.0,10.91,101.02,103.79,3.12,4.99,9.61,None,89.97,83.49,67.13,4672.73,3.36,1.03,None,36.0,None,1.03,11.08,67.44,83.09,14.19,1.03,0.83,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
212,212.0,36.0,11.7,100.67,103.41,3.47,6.05,10.94,None,90.0,83.41,67.34,4672.45,3.47,1.03,None,36.0,None,1.03,11.16,68.44,84.03,14.28,1.03,0.83,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
213,213.0,36.0,6.68,99.89,104.8,4.25,6.48,14.51,None,89.99,83.54,67.53,4672.45,3.6,1.03,None,36.0,None,1.03,11.31,69.44,85.66,14.42,1.03,0.95,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
214,214.0,36.0,5.73,101.2,108.1,2.94,5.23,12.09,None,89.96,83.59,67.92,4672.45,3.58,1.03,None,36.0,None,1.03,11.49,70.44,87.57,14.59,1.03,0.92,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
215,215.0,36.0,8.33,102.97,104.78,1.29,3.53,9.76,None,89.97,83.45,68.27,4672.45,3.56,1.03,None,36.0,None,1.03,11.61,71.44,88.88,14.71,1.09,0.76,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
216,216.0,36.0,16.38,103.49,106.01,1.59,2.71,5.51,None,90.0,83.36,68.47,4672.45,3.43,1.03,None,36.0,None,1.03,11.67,72.44,89.54,14.77,1.2,0.68,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
217,217.0,36.0,19.97,103.1,106.01,1.97,3.62,7.38,None,89.96,83.4,68.65,4672.45,3.43,1.03,None,36.0,None,1.03,11.73,73.74,90.25,14.84,1.2,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
218,218.0,36.0,11.74,102.37,105.63,2.7,4.53,8.94,None,89.99,83.32,64.65,4672.45,3.38,1.03,None,36.0,None,1.03,11.82,74.74,91.99,15.09,1.04,0.79,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
219,219.0,36.0,17.41,103.5,105.5,1.57,3.39,6.7,None,90.02,83.77,60.03,4672.45,3.37,1.03,None,36.0,None,1.03,11.88,75.74,92.61,15.15,1.04,0.67,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
220,220.0,36.0,18.59,102.89,106.53,2.18,3.58,8.58,None,90.01,84.09,60.04,4672.45,3.36,1.03,None,36.0,None,1.03,11.93,76.74,93.2,15.2,1.18,0.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
221,221.0,36.0,13.19,102.3,105.63,2.78,3.74,8.81,None,90.04,84.15,60.22,4672.45,3.39,1.03,None,36.0,None,1.03,12.01,77.74,94.03,15.28,1.06,0.78,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
222,222.0,36.0,12.48,102.6,105.11,2.47,3.26,7.77,None,89.94,84.84,60.18,4672.45,3.33,1.03,None,36.0,None,1.03,12.09,78.74,94.91,15.36,1.07,0.77,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
223,223.0,36.0,14.24,102.35,104.1,2.72,3.21,6.92,None,89.97,85.4,59.87,4672.45,3.31,1.03,None,36.0,None,1.03,12.16,79.74,95.67,15.43,1.08,0.76,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
224,224.0,36.0,7.81,102.27,104.77,2.81,3.36,7.42,None,90.01,85.29,59.27,4672.45,3.35,1.03,None,36.0,None,1.03,12.35,81.24,97.77,15.62,1.03,0.87,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
225,225.0,36.0,7.24,102.31,105.39,2.76,3.52,7.5,None,89.95,85.21,59.25,4672.45,3.36,1.03,None,36.0,None,1.03,12.49,82.24,99.28,15.76,1.03,0.88,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
226,226.0,36.0,6.43,103.18,110.7,1.9,2.45,12.44,None,90.0,80.05,63.93,4004.41,3.16,1.03,None,36.0,None,1.03,13.34,51.3,106.32,16.54,1.03,0.84,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
227,227.0,17.5,7.24,108.42,114.29,1.15,3.18,8.57,None,169.69,108.23,69.32,3590.37,0.52,1.03,1.02,17.5,4.0,1.03,18.76,1.01,483.37,31.95,1.03,0.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
228,228.0,17.5,16.88,103.91,105.85,0.01,1.59,4.25,None,144.15,88.29,68.69,3472.03,0.18,1.03,1.02,17.5,3.96,1.03,0.17,2.01,5.9,3.43,1.03,0.46,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
229,229.0,17.5,18.25,103.59,105.56,0.02,1.71,4.32,None,144.16,87.98,71.64,3472.05,0.25,1.03,1.02,17.5,3.96,1.03,0.22,3.0,6.85,3.48,1.03,0.48,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
230,230.0,17.5,14.53,103.08,106.21,0.33,2.14,5.7,None,144.13,89.51,66.53,3472.0,0.33,1.03,1.02,17.5,3.96,1.03,0.29,4.0,8.05,3.55,1.25,0.69,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
231,231.0,17.5,5.81,103.03,105.25,0.26,14.65,18.27,None,107.4,77.77,68.75,3192.31,0.33,1.03,1.02,17.5,3.96,1.03,0.47,5.01,12.71,4.15,1.17,0.74,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
232,232.0,17.5,12.81,102.31,105.28,0.86,18.05,18.24,None,93.5,73.88,61.4,3116.62,0.33,1.03,1.02,17.5,3.94,1.03,0.54,6.01,13.6,4.23,1.18,0.74,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
233,233.0,17.5,12.53,102.27,105.8,0.96,10.53,18.17,None,93.49,73.36,60.82,3116.18,0.22,1.03,1.02,17.5,3.94,1.03,0.62,7.0,14.5,4.3,1.16,0.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
234,234.0,17.5,11.99,101.12,104.68,2.42,6.12,11.33,None,92.09,75.24,65.98,3069.48,0.25,1.03,1.02,17.5,3.94,1.03,0.71,8.0,19.61,5.01,1.03,0.88,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
235,235.0,17.5,14.38,99.73,101.79,4.41,0.0,0.0,None,90.15,69.75,63.49,3005.14,0.22,1.03,1.02,17.5,3.94,1.03,0.78,9.0,20.37,5.08,1.03,0.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
236,235.99,17.5,11.44,99.11,100.65,5.02,0.0,0.0,None,90.14,70.87,69.99,3004.74,0.1,1.03,1.02,17.5,3.94,1.03,0.86,10.0,21.32,5.16,1.03,1.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
237,236.99,17.5,9.5,98.86,100.43,5.27,0.0,0.0,None,90.14,70.57,66.08,3004.8,0.29,1.03,1.02,17.5,3.94,1.03,0.97,11.0,22.48,5.27,1.03,1.07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
238,237.99,17.5,9.58,98.9,100.28,5.23,0.0,0.0,None,90.14,70.69,58.6,3004.63,0.18,1.03,1.02,17.5,3.94,1.03,1.07,12.0,23.62,5.37,1.03,1.06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
239,238.99,17.5,9.52,98.92,100.99,5.22,0.0,0.01,None,90.13,70.02,67.17,3004.22,0.15,1.03,1.02,17.5,3.94,1.03,1.18,13.0,24.77,5.47,1.03,1.06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
240,239.99,17.5,9.26,98.98,100.35,5.15,0.0,0.0,None,90.13,70.29,63.4,3004.21,0.1,1.03,1.02,17.5,3.94,1.03,1.29,14.0,25.95,5.58,1.03,1.07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
241,240.99,17.5,9.44,99.01,100.46,5.12,0.0,0.01,None,90.12,70.32,60.65,3004.13,0.21,1.03,1.02,17.5,3.94,1.03,1.39,15.01,27.11,5.68,1.03,1.06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
242,241.99,17.5,9.6,99.0,100.66,5.13,0.0,0.0,None,90.12,70.08,69.27,3004.16,0.33,1.03,1.02,17.5,3.94,1.03,1.5,16.0,28.25,5.79,1.03,1.06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
243,242.99,17.5,14.0,99.51,101.61,4.63,0.0,0.01,None,90.12,70.11,73.01,3003.9,0.33,1.03,1.02,17.5,3.94,1.03,1.57,17.01,29.03,5.86,1.03,0.96,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None
